TICKER SYMBOL,LIST PRICE,INTRINSIC VALUE,EPS TTM,GROWTH ESTIMATES NEXT 5 YEARS,MARGIN OF SAFETY,ENTERPRISE VALUE/EBITDA
BIMI,1.66,undefined,-0.198,N/A,undefined, 12.9 
BIOC,5.44,-167.5401986754967,-2.371,40.00,-30.797830638878068, -2.76 
BIOL,0.9598,-23.252980132450332,-0.56,20.00,-24.22690157579739, -11.26 
BIS,23.0735,undefined,None,,undefined,Not Found!
BIVI,17.55,undefined,-9.08,N/A,undefined, -18.69 
BJK,54.0141,undefined,None,,undefined,Not Found!
BJRI,58.51,-21.557086092715238,-2.74,-3.10,-0.3684342179578745, 143.19 
BKCC,3.55,-24.96490066225166,-1.49,3.00,-7.032366383732863,Not Found!
BKEP,3.21,-17.009933774834437,-0.934,4.00,-5.299044789668049, 7 
BKEPP,7.99,undefined,-0.934,,undefined,Not Found!
BKNG,2268.91,302.3027284768212,1.44,135.59,0.1332369853704295, 61.66 
BKSC,23.28,undefined,1.14,N/A,undefined,Not Found!
BKYI,3.55,undefined,-2.082,N/A,undefined, -1.78 
BL,107.07,-40.51059602649007,-0.83,25.00,-0.3783561784485857, 1118.37 
BLBD,24.3,13.935033112582781,0.407,15.00,0.5734581527811844, 22.47 
BLCM,3.95,undefined,-11.022,N/A,undefined,Not Found!
BLCN,47.27,undefined,None,,undefined,Not Found!
BLCT,8.84,undefined,None,N/A,undefined, -5.2 
BLDP,22.54,-2.5725576158940395,-0.207,0.03,-0.11413299094472225, -135.51 
BLDR,44.05,105.80105960264903,2.66,18.80,2.401840172591352, 16.82 
BLFS,37.71,-0.8086092715231787,-0.03,10.00,-0.021442834036679362, 136.48 
BLI,45.45,undefined,None,N/A,undefined, -81.69 
BLIN,2.93,undefined,-0.252,N/A,undefined, 9.19 
BLKB,70.23,0.37298013245033107,0.16,-6.90,0.00531083771109684, 30.82 
BLMN,28.56,-31.026410596026494,-1.855,2.98,-1.086358914426698, 949.54 
BLNK,35.22,undefined,-0.594,N/A,undefined, -128.8 
BLPH,5.78,-2219.91,-3.171,472.00,-384.0674740484429, -0.26 
BLRX,2.95,42.91092715231788,-1.785,-25.00,14.546077000785722, -3.79 
BLSA,10.58,undefined,None,,undefined,Not Found!
BLU,3.78,undefined,None,,undefined, -5.76 
BLUE,29.61,353.7192052980132,-9.95,-32.90,11.945937362310477, -1.73 
BLUWU,10.72,undefined,None,,undefined,Not Found!
BMLP,42.6,undefined,None,,undefined,Not Found!
BMRA,5.83,undefined,-0.406,N/A,undefined, -14.96 
BMRC,39.48,59.83708609271524,2.22,10.00,1.5156303468266272,Not Found!
BMRN,74.76,268.0598013245033,4.525,32.16,3.585604619107856, 150.01 
BMTC,45.32,36.809933774834434,1.63,7.00,0.8122227223043785,Not Found!
BND,84.93,undefined,None,,undefined,Not Found!
BNDW,79.91,undefined,None,,undefined,Not Found!
BNDX,57.4,undefined,None,,undefined,Not Found!
BNFT,13.79,-35.91754966887417,-0.865,20.00,-2.604608387880651, 25.78 
BNGO,7.9,undefined,-0.394,N/A,undefined, -57.65 
BNR,25.13,undefined,None,5.02,undefined, -39.46 
BNSO,5.57,undefined,0.08,N/A,undefined, 41.12 
BNTC,5.57,undefined,-5.8,N/A,undefined, -1.4 
BNTX,95.13,undefined,None,-30.09,undefined, -51.63 
BOCH,12.18,18.743708609271525,0.83,7.00,1.5388923324525063,Not Found!
BOKF,91.45,139.78741721854308,6.19,7.00,1.528566618026715,Not Found!
BOMN,36.21,undefined,-0.558,N/A,undefined, -752.84 
BOOM,55.55,-4.152317880794702,-0.1,20.00,-0.07474919677398204, 85.91 
BOSC,3.72,undefined,-0.361,N/A,undefined, -16.2 
BOTJ,14.4267,undefined,1.147,N/A,undefined,Not Found!
BOTZ,32.49,undefined,None,,undefined,Not Found!
BOWX,9.73,undefined,None,,undefined,Not Found!
BOWXU,9.975,undefined,None,,undefined,Not Found!
BOXL,2.89,undefined,-0.39,N/A,undefined, -27.02 
BPFH,13.36,14.968741721854308,0.55,10.18,1.1204147995399931,Not Found!
BPMC,96.31,250.60229139072848,5.59,22.27,2.6020381205557936, 15.29 
BPOP,69.76,115.4562913907285,5.87,5.00,1.6550500486056263,Not Found!
BPRN,28.47,undefined,2.01,N/A,undefined,Not Found!
BPTH,6.88,undefined,-2.829,N/A,undefined, -3.22 
BPY,18.06,undefined,-2.39,N/A,undefined, 78.53 
BPYPN,23.3,undefined,None,,undefined,Not Found!
BPYPO,25.02,undefined,2.002,,undefined,Not Found!
BPYPP,25.18,undefined,-2.39,,undefined,Not Found!
BPYU,18.27,undefined,None,N/A,undefined, 25.02 
BPYUP,24.7463,undefined,None,,undefined,Not Found!
BREZ,9.9,undefined,None,,undefined,Not Found!
BRID,14.73,undefined,0.763,N/A,undefined, 15.69 
BRKL,15.175,12.675496688741722,0.6,6.00,0.8352880849253194,Not Found!
BRKR,61.95,26.19981456953643,1.02,9.13,0.42291871782948226, 30.59 
BRKS,77.11,31.241456953642388,1.046,12.00,0.4051544151684916, 35.71 
BRLI,9.92,undefined,None,20.00,undefined, -1274.09 
BRLIU,10.72,undefined,None,,undefined, -1274.09 
BROG,10.8,undefined,-0.767,,undefined,Not Found!
BRP,25.87,-43.9586225165563,-0.578,43.70,-1.6992123121977694, -1740.72 
BRPA,26.31,undefined,-0.022,,undefined, -152.52 
BRQS,1.595,undefined,-0.959,N/A,undefined, -1.67 
BRY,5.59,-112.78132450331128,-3.294,15.00,-20.17555000059236, -8.18 
BSAE,25.13,undefined,None,,undefined,Not Found!
BSBE,25.795,undefined,None,,undefined,Not Found!
BSBK,10.32,undefined,None,,undefined,Not Found!
BSCE,26.17,undefined,None,,undefined,Not Found!
BSCL,21.13,undefined,None,,undefined,Not Found!
BSCM,21.65,undefined,None,,undefined,Not Found!
BSCN,21.74,undefined,None,,undefined,Not Found!
BSCO,22.15,undefined,None,,undefined,Not Found!
BSCP,22.18,undefined,None,,undefined,Not Found!
BSCQ,21.34,undefined,None,,undefined,Not Found!
BSCR,21.67,undefined,None,,undefined,Not Found!
BSCS,22.61,undefined,None,,undefined,Not Found!
BSCT,20.72,undefined,None,,undefined,Not Found!
BSCU,19.09,undefined,None,,undefined,Not Found!
BSDE,26.075,undefined,None,,undefined,Not Found!
BSET,22.8,-37.480132450331126,-1.05,16.00,-1.6438654583478565, -94.85 
BSGM,5.33,undefined,-2.201,N/A,undefined, -1.84 
BSJL,23.04,undefined,None,,undefined,Not Found!
BSJM,23.25,undefined,None,,undefined,Not Found!
BSJN,25.21,undefined,None,,undefined,Not Found!
BSJO,24.85,undefined,None,,undefined,Not Found!
BSJP,24.45,undefined,None,,undefined,Not Found!
BSJQ,25.48,undefined,None,,undefined,Not Found!
BSJR,25.21,undefined,None,,undefined,Not Found!
BSJS,25.185,undefined,None,,undefined,Not Found!
BSML,25.315,undefined,None,,undefined,Not Found!
BSMM,25.44,undefined,None,,undefined,Not Found!
BSMN,25.66,undefined,None,,undefined,Not Found!
BSMO,25.725,undefined,None,,undefined,Not Found!
BSMP,25.815,undefined,None,,undefined,Not Found!
BSMQ,25.725,undefined,None,,undefined,Not Found!
BSMR,25.535,undefined,None,,undefined,Not Found!
BSMS,25.825,undefined,None,,undefined,Not Found!
BSMT,25.675,undefined,None,,undefined,Not Found!
BSMU,25.055,undefined,None,,undefined,Not Found!
BSPE,10.06,undefined,None,N/A,undefined,Not Found!
BSQR,3.77,undefined,-0.144,N/A,undefined, -30.59 
BSRR,26.87,55.77218543046357,2.32,8.00,2.075630272812191,Not Found!
BSVN,17.76,undefined,2.05,N/A,undefined,Not Found!
BSY,44.41,undefined,None,6.40,undefined, 71.87 
BTAI,41.17,351.1899337748344,-3.79,-72.10,8.530238857780772, -9.86 
BTAQ,9.82,undefined,None,,undefined,Not Found!
BTAQU,10.34,undefined,None,,undefined,Not Found!
BTBT,13.91,undefined,None,,undefined, -79.48 
BTEC,56.76,undefined,None,,undefined,Not Found!
BTNB,10.33,undefined,None,,undefined,Not Found!
BTWN,10.58,undefined,None,,undefined,Not Found!
BTWNU,11.38,undefined,None,,undefined,Not Found!
BUG,24.8,undefined,None,,undefined,Not Found!
BUSE,25.41,38.660264900662256,1.83,6.00,1.5214586737765547,Not Found!
BVXV,4.12,undefined,-2.296,N/A,undefined, 44.69 
BWAC,9.91,undefined,None,,undefined,Not Found!
BWACU,10.8,undefined,None,,undefined,Not Found!
BWAY,9.05,undefined,-0.48,N/A,undefined, -44.56 
BWB,15.93,31.841721854304637,0.93,15.00,1.9988525960015466,Not Found!
BWEN,4.84,-4.2615894039735105,-0.09,24.00,-0.8804936785069237, 17.5 
BWFG,26.4,undefined,0.75,N/A,undefined,Not Found!
BWMX,38.2,undefined,None,N/A,undefined, 29.29 
BXRX,1.33,undefined,None,N/A,undefined, -1.02 
BYFC,2.48,undefined,-0.02,N/A,undefined,Not Found!
BYND,129.73,267.7443708609271,-0.85,-224.70,2.0638585590143155, -218.58 
BYSI,11.54,159.57255629139073,-2.032,-62.40,13.827777841541659, -6.77 
BZUN,34.2,18.207083443708612,1.026,3.68,0.5323708609271524, 27.22 
CAAS,5.02,-0.02695364238410596,-0.001,10.00,-0.005369251470937442, 13.85 
CABA,10.94,undefined,-10.966,N/A,undefined, -4.54 
CAC,47.17,undefined,3.95,N/A,undefined,Not Found!
CACC,358.47,975.5748476821193,23.47,20.03,2.7214964925436416, 18.54 
CACG,44.8153,undefined,None,,undefined,Not Found!
CAKE,59.55,-30.754543046357615,-6.32,-5.16,-0.5164490855811522, -17.57 
CALA,2.5,-159.36887417218543,-1.31,75.00,-63.74754966887417, -0.8 
CALB,17.83,undefined,0.529,N/A,undefined,Not Found!
CALM,41.12,142.33854304635761,1.376,62.50,3.461540443734378, 12.23 
CALT,27.85,undefined,None,N/A,undefined, -13.81 
CAMP,10.76,-90.49867549668873,-3.03,12.00,-8.410657574041704, -16.19 
CAMT,28.13,18.488741721854307,0.54,15.00,0.6572606371082228, 45.22 
CAN,18.21,undefined,-0.933,,undefined, -20.34 
CAPA,11.23,undefined,None,,undefined,Not Found!
CAPAU,12.3,undefined,None,,undefined,Not Found!
CAPR,5.12,undefined,-0.88,N/A,undefined, -6.18 
CAR,65.89,-159.86132450331127,-9.71,2.80,-2.426184921889684, 8.22 
CARA,19.57,undefined,0.177,N/A,undefined, 148.08 
CARE,13.78,undefined,-1.74,N/A,undefined,Not Found!
CARG,23.77,33.38754966887418,0.68,25.20,1.404608736595464, 23.75 
CARV,9.72,undefined,-1.34,N/A,undefined,Not Found!
CARZ,55.96,undefined,None,,undefined,Not Found!
CASA,9.17,undefined,0.29,N/A,undefined, 21.26 
CASH,44.88,undefined,3.217,N/A,undefined,Not Found!
CASI,1.95,undefined,-0.45,N/A,undefined, -4.66 
CASS,45.95,undefined,1.73,N/A,undefined,Not Found!
CASY,211.93,213.17584768211924,8.949,7.85,1.0058785810509094, 12.11 
CATB,3,undefined,-2.033,N/A,undefined, -0.63 
CATC,83.4,undefined,5.03,N/A,undefined,Not Found!
CATH,48.63,undefined,None,,undefined,Not Found!
CATM,38.75,3.365562913907285,0.42,-3.00,0.08685323648792993, 10.96 
CATY,40.74,68.99403973509935,2.87,8.00,1.6935208575134841,Not Found!
CBAN,15.46,28.002649006622516,1.24,7.00,1.8112968309587654,Not Found!
CBAT,5.1,-7.460331125827815,-0.133,30.00,-1.4628100246721207, -143.42 
CBAY,4.59,undefined,-0.74,N/A,undefined, -3.13 
CBFV,22.45,-53.09867549668874,-1.97,10.00,-2.3651971268012804,Not Found!
CBIO,5.24,63.35061721854304,-2.932,-23.33,12.08981244628684, -1.46 
CBLI,5.56,undefined,-0.193,N/A,undefined, -34.22 
CBMB,14.2,undefined,0.189,,undefined,Not Found!
CBMG,19.75,undefined,-2.83,N/A,undefined, -8.36 
CBNK,19.38,undefined,1.87,N/A,undefined,Not Found!
CBPO,118.26,106.85727814569537,3.569,12.05,0.9035792165203397, 15.81 
CBRL,167.98,14.091655629139074,2.015,-3.70,0.08388888932693818, 15.37 
CBSH,76.31,-0.8470728476821162,2.907,-8.70,-0.011100417346116056,Not Found!
CBTX,31,undefined,1.06,N/A,undefined,Not Found!
CCAP,17.45,undefined,None,N/A,undefined,Not Found!
CCB,26.7,undefined,1.24,N/A,undefined,Not Found!
CCBG,26.25,39.71655629139073,1.88,6.00,1.5130116682434565,Not Found!
CCCC,39.78,undefined,None,N/A,undefined, -25.39 
CCD,30.94,undefined,None,,undefined,Not Found!
CCLP,1.88,-27.355470198675494,-1.539,3.70,-14.550782020572072, 9.81 
CCMP,167.82,144.06139072847685,4.599,13.00,0.8584280224554693, 17.58 
CCNC,4.25,undefined,None,,undefined, -524.35 
CCNE,24.65,undefined,1.969,N/A,undefined,Not Found!
CCNEP,26.58,undefined,None,,undefined,Not Found!
CCOI,64.48,22.09397350993378,0.13,108.15,0.34264847254860076, 26.1 
CCRC,6,undefined,1.002,,undefined, 3.81 
CCRN,12.25,-9.703311258278147,-0.36,10.00,-0.7921070414920937, 170.98 
CCXI,51.12,undefined,-0.843,N/A,undefined, -61.71 
CD,16.53,undefined,None,N/A,undefined, 87.91 
CDAK,15.16,undefined,None,N/A,undefined, -4.37 
CDC,61.71,undefined,None,,undefined,Not Found!
CDEV,4.16,164.6442119205298,-2.462,-54.40,39.577935557819664, -6.48 
CDK,52.65,50.16072847682119,1.861,10.00,0.9527203889234794, 14.95 
CDL,54.1113,undefined,None,,undefined,Not Found!
CDLX,117.31,-82.20846357615893,-2.037,19.20,-0.7007796741638302, -75.41 
CDMO,16.77,-0.13695364238410596,-0.004,15.00,-0.008166585711634226, 126.99 
CDNA,63.43,-16.73384105960265,-0.403,20.00,-0.26381587670822404, -229.59 
CDNS,125.67,60.253774834437095,2.11,11.10,0.47946029151298714, 45.44 
CDTX,2.36,-182.9925033112583,-1.802,61.20,-77.5391963183298, -1.15 
CDW,159.62,159.52258278145698,5.45,11.59,0.9993896929047549, 16.98 
CDXC,9,undefined,-0.326,N/A,undefined, -32.02 
CDXS,21,-13.832317880794703,-0.404,15.00,-0.6586818038473667, -62.37 
CDZI,9.02,undefined,-1.158,N/A,undefined, -16.78 
CECE,7.87,7.874834437086093,0.23,15.00,1.0006142867962, 13.11 
CEFA,30.9151,undefined,None,,undefined,Not Found!
CELC,14.25,-30.257284768211925,-0.923,14.00,-2.123318229348205, -18.42 
CELH,44.95,undefined,0.11,N/A,undefined, 273.14 
CEMI,3.78,-65.25622516556291,-1.337,25.00,-17.2635516311013, -4.04 
CENT,53.88,55.5041059602649,2.381,7.50,1.0301430207918505, 11.48 
CENTA,48.23,49.95369536423841,2.381,5.90,1.0357390703760816, 11.48 
CENX,15.78,-175.2706490066225,-1.378,78.80,-11.107138720318284, -164.73 
CERC,2.96,undefined,-0.864,N/A,undefined, -5.52 
CERE,12.45,undefined,-2.013,N/A,undefined, -8.43 
CERN,72.28,73.46717880794702,2.52,11.51,1.016424720641215, 13.08 
CERT,28.56,undefined,None,25.95,undefined, 242.75 
CETX,2.19,undefined,-1.365,N/A,undefined, 21.54 
CEVA,52.06,-5.064370860927153,-0.11,23.10,-0.0972795017465838, 214.25 
CEY,23.28,undefined,None,,undefined,Not Found!
CEZ,27.65,undefined,None,,undefined,Not Found!
CFA,66.07,undefined,None,,undefined,Not Found!
CFACU,10.3,undefined,None,,undefined, -1899.29 
CFB,14.06,undefined,0.83,N/A,undefined,Not Found!
CFBK,19.69,undefined,4.47,N/A,undefined,Not Found!
CFFI,43.59,undefined,6.06,N/A,undefined,Not Found!
CFFN,13.39,8.732980132450331,0.444,5.00,0.652201652908912,Not Found!
CFII,8.38,undefined,None,,undefined, -1518.47 
CFIVU,9.99,undefined,None,,undefined,Not Found!
CFMS,1,3.0118145695364245,-0.34,-14.58,3.0118145695364245, -10.5 
CFO,66.1139,undefined,None,,undefined,Not Found!
CFRX,4.65,-54.701615894039726,-1.771,12.70,-11.763788364309617, -4.49 
CG,36.85,32.3350463576159,0.97,14.38,0.877477513096768,Not Found!
CGBD,13.59,1.223841059602649,0.08,2.00,0.09005452977208601,Not Found!
CGC,32.56,undefined,-5.138,,undefined, -6.3 
CGEM,39.18,undefined,-3.257,N/A,undefined,Not Found!
CGEN,8.43,undefined,-0.373,N/A,undefined, -17.33 
CGIX,5.36,-146.341523178808,-2.071,40.00,-27.30252298112089, -17 
CGNT,27.31,undefined,None,N/A,undefined, 41.29 
CGNX,79.01,34.23841059602649,1,15.00,0.43334274896882025, 59.93 
CGO,14.94,undefined,1.552,N/A,undefined,Not Found!
CGRO,10.11,undefined,None,,undefined, -288.21 
CGROU,11.95,undefined,None,,undefined, -288.21 
CHB,15.6495,undefined,None,,undefined,Not Found!
CHCI,5.37,10.484966887417219,0.389,10.00,1.952507800263914, 14.63 
CHCO,81.87,133.42052980132453,5.55,8.00,1.629663244183761,Not Found!
CHDN,227.32,-127.47222516556293,-2.049,34.20,-0.5607611524087759, 56.66 
CHEF,29.98,-106.44794701986756,-2.46,21.20,-3.5506319886546884, -21.11 
CHEK,1.87,undefined,-0.456,N/A,undefined, -7.99 
CHFS,5.95,undefined,-9.603,N/A,undefined, -1.47 
CHI,13.92,undefined,2.863,N/A,undefined,Not Found!
CHKP,113.26,127.99396026490068,5.96,6.24,1.1300897074421743, 15.54 
CHMA,3.1,-114.33239735099338,-1.432,46.30,-36.88141850032044, -0.57 
CHMG,42,undefined,4.011,N/A,undefined,Not Found!
CHNA,35.49,undefined,None,,undefined,Not Found!
CHNG,22.55,-15.541907284768214,-0.773,5.30,-0.6892198352447102, -24.97 
CHNR,1.8,undefined,0,N/A,undefined, -89.64 
CHPM,9.88,undefined,None,,undefined, -816.98 
CHPMU,10.36,undefined,None,,undefined, -816.98 
CHRS,14.85,25.317192052980133,1.624,2.20,1.7048614177091, 5.82 
CHRW,96.28,99.94235761589405,3.72,9.94,1.0380386125456382, 18.06 
CHSCL,28.76,undefined,None,,undefined,Not Found!
CHSCM,27.79,undefined,None,,undefined,Not Found!
CHSCN,27.88,undefined,None,,undefined,Not Found!
CHSCO,28.85,undefined,None,,undefined,Not Found!
CHSCP,29.94,undefined,None,N/A,undefined,Not Found!
CHTR,637.79,947.7425165562915,15.4,33.74,1.4859789531919465, 12.57 
CHUY,40.84,-6.162913907284768,-0.18,15.00,-0.15090386648591497, 47.11 
CHW,9.84,undefined,0.965,N/A,undefined,Not Found!
CHX,21.57,undefined,None,-5.94,undefined, -10.64 
CHY,14.59,undefined,3.059,N/A,undefined,Not Found!
CIBR,41.23,undefined,None,,undefined,Not Found!
CID,31.8423,undefined,None,,undefined,Not Found!
CIDM,1.92,-16.41476821192053,-0.609,10.00,-8.549358443708611, -5.88 
CIGI,105.97,50.65827814569536,1.22,20.00,0.47804357974611084, 17.02 
CIH,2.2,undefined,None,,undefined, 2.53 
CIL,42.521,undefined,None,,undefined,Not Found!
CINF,106.08,167.94464900662254,7.49,6.89,1.5831886218573015, 10.43 
CIVB,21.94,47.98331125827815,1.996,8.00,2.1870242141421214,Not Found!
CIZ,32.3314,undefined,None,,undefined,Not Found!
CIZN,19.83,undefined,1.24,N/A,undefined,Not Found!
CJJD,1.1,-16.04251655629139,-0.286,30.00,-14.584105960264898, -10.37 
CKPT,3.21,undefined,-0.413,N/A,undefined, -8.49 
CLAR,15.92,4.851655629139073,0.18,10.00,0.30475223801124834, 38.61 
CLBK,17.67,undefined,0.52,N/A,undefined,Not Found!
CLBS,1.9,-52.69509933774835,-0.528,60.00,-27.73426280934124, -4.19 
CLCT,91.92,59.87642384105961,1.442,20.00,0.6513971262082203, 29.89 
CLDB,21.82,undefined,1.97,N/A,undefined,Not Found!
CLDX,25.99,undefined,-2.027,N/A,undefined, -15.61 
CLEU,3.83,undefined,None,,undefined, 93.17 
CLFD,29.9,undefined,0.719,N/A,undefined, 27.91 
CLGN,11.9,undefined,-1.112,N/A,undefined, -13.18 
CLIR,5.1,undefined,-0.246,N/A,undefined, -22.94 
CLLS,19.54,undefined,-1.91,N/A,undefined, -8.18 
CLMT,6.12,-50.214635761589406,-1.863,10.00,-8.205005843396961, 21.29 
CLNE,13.61,-1.7119205298013247,-0.05,15.00,-0.12578402129326413, 61.08 
CLNN,13.87,undefined,None,N/A,undefined,Not Found!
CLOU,25.29,undefined,None,,undefined,Not Found!
CLPS,5.05,undefined,0.343,,undefined, 11.61 
CLPT,19.91,undefined,None,30.00,undefined, -86.8 
CLRB,1.65,undefined,-0.762,N/A,undefined, -3.14 
CLRG,30.6,undefined,None,,undefined,Not Found!
CLRMU,9.88,undefined,None,,undefined,Not Found!
CLRO,3.37,-13.156291390728477,-0.42,13.00,-3.9039440328571144, -14.55 
CLSD,2.47,undefined,-0.392,N/A,undefined, -6.64 
CLSK,20.31,undefined,-2.059,N/A,undefined, -44.72 
CLSN,1.76,undefined,-0.672,N/A,undefined, -5.54 
CLVR,12.3,undefined,None,,undefined,Not Found!
CLVS,6.61,-456.808,-4.379,63.10,-69.10862329803328, -3.19 
CLWT,3.23,undefined,0.195,N/A,undefined, 12.96 
CLXT,6.81,undefined,-1.323,N/A,undefined, -5.72 
CMBM,43.79,-37.03867549668875,-0.892,20.00,-0.8458249713790533, 38.8 
CMCO,50.7,15.114437086092718,0.364,20.00,0.2981151299032094, 24.28 
CMCSA,56.3,76.63517880794703,2.28,14.57,1.3611932292708175, 10.9 
CMCT,13.18,undefined,-2.269,N/A,undefined, 46.45 
CME,205.25,112.03536423841061,5.87,4.60,0.5458483032322076, 22.84 
CMLF,14.38,undefined,None,,undefined,Not Found!
CMLFU,16.28,undefined,None,,undefined,Not Found!
CMLS,10.46,-79.24370860927154,-2.94,10.00,-7.575880364175099, 23.51 
CMPI,12.45,undefined,None,45.10,undefined, -3.69 
CMPR,96.28,-168.4595364238411,-4.057,20.00,-1.7496835939327076, 20.28 
CMPS,35.8,undefined,-3.551,N/A,undefined, -37.27 
CMRX,8.94,undefined,-0.7,N/A,undefined, -15.6 
CMTL,24.86,-124.8317880794702,-3.36,17.00,-5.021391314540233, -18.29 
CNBKA,90.43,171.1774834437086,7.58,7.00,1.89292804869743,Not Found!
CNCE,4.955,undefined,-2.396,N/A,undefined, -0.58 
CNCR,30.01,undefined,None,,undefined,Not Found!
CNDT,6.73,13.775496688741724,-0.61,-24.00,2.0468791513732127, 7.33 
CNET,2.74,-5.148145695364239,-0.191,10.00,-1.878885290278919, -26.72 
CNFR,3.82,2.0543046357615893,0.06,15.00,0.5377760826601019, 21.94 
CNNB,13.1,undefined,1.07,,undefined,Not Found!
CNOB,25.89,48.247019867549675,1.79,10.00,1.8635388129605899,Not Found!
CNSL,6.53,7.174768211920531,0.469,2.00,1.0987393892680752, 4.52 
CNSP,2.52,undefined,-0.637,N/A,undefined, -4.88 
CNST,24.98,undefined,-2.815,N/A,undefined, -6.03 
CNTG,11.8,undefined,None,N/A,undefined, -11.97 
CNTY,10.15,-79.26410596026491,-1.624,25.00,-7.809271523178809, 25.11 
CNXC,139.85,undefined,None,17.55,undefined, 16.94 
CNXN,45.33,50.96423841059604,2.12,8.00,1.1242938100727122, 13.14 
COCP,1.44,undefined,-0.175,N/A,undefined, -7.27 
CODA,8.16,undefined,0.273,N/A,undefined, 17.92 
CODX,12.12,undefined,1.52,N/A,undefined, 9.98 
COFS,25.2,undefined,2.07,,undefined,Not Found!
COGT,8.76,undefined,None,N/A,undefined, -2.52 
COHR,257.5,-417.377880794702,-17.362,8.00,-1.6208849739600077, -18.88 
COHU,39.56,-29.265973509933776,-0.33,52.37,-0.7397869946899336, 40.13 
COKE,289.91,undefined,18.3,N/A,undefined, 8.52 
COLB,43.8,52.0941059602649,2.167,8.00,1.1893631497777375,Not Found!
COLL,24.11,10.020927152317883,0.76,0.55,0.4156336438124381, 7.8 
COLM,105.94,94.88264900662254,1.62,31.70,0.8956262885276812, 24.16 
COMM,15.33,-153.38807947019868,-3.2,24.40,-10.00574556230911, 17.83 
COMS,2.81,undefined,None,N/A,undefined, -10.72 
COMT,29.52,undefined,None,,undefined,Not Found!
CONE,66.65,130.32769403973512,0.349,247.81,1.955404261661442, 21.47 
CONN,15.02,-36.80701986754968,-0.802,23.00,-2.450533945908767, 23.46 
CONX,9.9,undefined,None,N/A,undefined,Not Found!
CONXU,10.17,undefined,None,,undefined,Not Found!
COOLU,9.98,undefined,None,,undefined,Not Found!
COOP,34.41,136.41748344370862,3.2,20.76,3.964472055905511, 13.34 
CORE,38.09,24.50450331125828,1.39,3.60,0.6433316700251582, 14.59 
CORT,23.75,-40.74370860927152,0.85,-41.40,-1.7155245730219588, 18.66 
COST,346.34,244.20300132450336,9.779,8.64,0.7050961521178708, 20.57 
COUP,243.77,-127.83573509933773,-2.627,24.90,-0.5244112692264746, -232.54 
COWN,33.37,191.37086092715234,7.1,10.00,5.734817528533184, 17.55 
CPAH,3.46,undefined,0.107,N/A,undefined, 20.33 
CPHC,14.02,undefined,0.226,N/A,undefined, 64.2 
CPIX,3.13,-12.34039735099338,-0.22,30.00,-3.9426189619787158, -27.05 
CPLP,11.25,57.657599999999995,1.638,15.66,5.12512, 6.14 
CPRT,105.51,132.4236821192053,2.951,22.30,1.2550818132803079, 24.53 
CPRX,4.48,undefined,0.71,N/A,undefined, 7.45 
CPSH,12.74,undefined,0.069,N/A,undefined, 119.1 
CPSI,30.53,28.6276821192053,0.98,11.55,0.9376902102589354, 14.72 
CPSS,4.18,37.37086092715232,0.9,20.00,8.94039735099338,Not Found!
CPST,8.09,-95.32192052980133,-1.953,25.00,-11.782684861532921, -9.23 
CPTA,15.59,-436.5376953642384,-13.084,14.40,-28.001135045813882,Not Found!
CPZ,19.9,undefined,None,,undefined,Not Found!
