TICKER SYMBOL,NAME,LIST PRICE,INTRINSIC VALUE,EPS TTM,GROWTH ESTIMATES NEXT 5 YEARS,MARGIN OF SAFETY,ENTERPRISE VALUE/EBITDA,EV/EBITDA (YFIANACE),ENTERPRISE VALUE,EV(YFINANCE),FREE CASH_FLOW (MIL),TOTAL LIABILITIES (MIL),PRICE/FIFTY TWO WEEK LOW,FIFTY TWO WEEK LOW,PERCENT SHORT OF FLOAT
ALPN,"Alpine Immune Sciences, Inc.",12.56,undefined,-1.342,N/A,undefined,-7.88,-7.626, 214.83 Mil ,214827264,$29.28 ,$81.93 ,4.868217054,2.58,0.0525
ALRM,"Alarm.com Holdings, Inc.",94.725,66.85087108,1.53,20,0.705736301,41.39,50.457, 4.63 Bil ,4637051904,$81.60 ,$263.90 ,2.340044466,40.48,0.096
ALRS,Alerus Financial Corporation,30.47,undefined,2.52,N/A,undefined,Not Found!,None, 409.09 Mil ,550381056,($26.10),"$2,683.60 ",1.99672346,15.26,0.0111
ALRN,"Aileron Therapeutics, Inc.",1.26,-9.864278746,-0.607,2.1,-7.828792655,-4.75,-4.62, 93.93 Mil ,93932560,($20.48),$4.18 ,4,0.315,0.0217
ALSK,Alaska Communications Systems G,3.29,1.254076655,-0.02,-49.4,0.381178315,7.35,6.44, 411.89 Mil ,411886720,$8.30 ,$403.50 ,1.88,1.75,0.0394
ALT,"Altimmune, Inc.",13.47,undefined,-1.913,N/A,undefined,-5.54,-7.786, 300.06 Mil ,297713664,($34.78),$19.24 ,4.677083333,2.88,0.1504
ALTA,Altabancorp,42.93,57.928223,2.29,8,1.349364617,Not Found!,None, 639.01 Mil ,636545088,$49.10 ,"$2,995.10 ",2.750160154,15.61,0.0163
ALTM,Altus Midstream Company,58.3,11.11099652,0.282,17.2,0.190583131,16.61,25.231, 1.55 Bil ,1998390784,$134.30 ,"$2,046.10 ",6.20212766,9.4,0.0714
ALTR,Altair Engineering Inc.,67.97,-12.86242648,-0.143,50.17,-0.189236817,135.74,147.25, 5.08 Bil ,5082911744,$24.70 ,$450.50 ,2.670726916,25.45,0.12149999
ALTO,"Alto Ingredients, Inc.",5.44,undefined,None,20,undefined,15.13,8.523, 467.75 Mil ,435924320,$65.20 ,$180.60 ,21.76,0.25,0.19409999
ALTU,Altitude Acquisition Corp.,9.9,undefined,None,,undefined,Not Found!,None, 370.50 Mil ,370180032,$,$0.28 ,1.029106029,9.62,None
ALTUU,Altitude Acquisition Corp.,10.54,undefined,None,,undefined,Not Found!,None, - ,393805056,$,$0.28 ,1.034347399,10.19,None
ALVR,"AlloVir, Inc.",23.52,undefined,None,N/A,undefined,-16.61,-14.468, 1.14 Bil ,1030654272,($60.81),$17.76 ,1.295867769,18.15,0.14140001
ALXN,"Alexion Pharmaceuticals, Inc.",167,72.05820209,2.72,8.78,0.43148624,36.53,11.486, 36.65 Bil ,36637044736,"$2,896 ","$6,452 ",1.776595745,94,0.0423
ALXO,ALX Oncology Holdings Inc.,67.45,undefined,None,N/A,undefined,-50.44,-48.056, 2.23 Bil ,2088577920,($38.32),$6.21 ,2.408068547,28.01,0.095699996
ALYA,Alithya Group inc.,2.25,-24.42689895,-0.678,15,-10.85639954,-9.33,-55.193, 233.96 Mil ,192622464,($2.50),$102.30 ,1.551724138,1.45,0.0046
AMAL,Amalgamated Financial Corp.,16.48,undefined,1.572,N/A,undefined,Not Found!,None, 524.15 Mil ,-87975824,$64.20 ,"$5,442.80 ",1.992744861,8.27,0.012
AMAT,"Applied Materials, Inc.",137.3,191.8481714,4.181,21.43,1.397291853,24.82,23.736, 124.59 Bil ,1.24593E+11,"$3,797 ","$11,832 ",2.970575508,46.22,0.0118
AMBA,"Ambarella, Inc.",104.38,-49.05530871,-1.724,10.06,-0.469968468,-67.7,-59.112, 3.29 Bil ,3292472576,$25.90 ,$98.30 ,2.389105058,43.69,0.0465
AMCX,AMC Networks Inc.,52.31,-26.32027875,4.64,-12.2,-0.503159601,2.82,5.78, 4.41 Bil ,4698245120,$702 ,"$4,603 ",2.611582626,20.03,0.3575
AMD,"Advanced Micro Devices, Inc.",85.41,110.1499986,2.064,26.31,1.289661616,60.7,60.378, 101.74 Bil ,1.01495E+11,$777 ,"$3,125 ",1.829691517,46.68,0.0684
AMED,Amedisys Inc,288.5,197.8583415,5.52,14.88,0.685817475,33.09,39.425, 9.59 Bil ,9574460416,$284 ,$756 ,1.74404546,165.42,0.0165
AMEH,"Apollo Medical Holdings, Inc.",27.82,undefined,1.01,N/A,undefined,6.62,12.907, 1.37 Bil ,1275921536,$45.00 ,$372.30 ,2.131800766,13.05,0.0186
AMGN,Amgen Inc.,255.52,290.8248223,12.31,6.91,1.138168528,13.02,13.326, 169.24 Bil ,1.70153E+11,"$9,889 ","$53,539 ",1.23243139,207.33,0.0191
AMHC,Amplitude Healthcare Acquisitio,9.95,undefined,None,,undefined,-159.1,None, 123.62 Mil ,None,($0.64),$3.68 ,1.047368421,9.5,0.0003
AMHCU,Amplitude Healthcare Acquisitio,10.19,undefined,None,,undefined,-159.1,None, - ,None,($0.64),$3.68 ,1.096878364,9.29,None
AMKR,"Amkor Technology, Inc.",23.91,119.2292683,1.4,47.05,4.986585876,5.74,6.396, 5.52 Bil ,6307092480,$243 ,"$2,591 ",2.809635723,8.51,0.0332
AMNB,"American National Bankshares, I",33.72,57.29965157,2.99,4,1.699277923,Not Found!,None, 34.17 Mil ,21860604,$21.00 ,"$2,712.10 ",1.819751754,18.53,0.010199999
AMOT,"Allied Motion Technologies, Inc",53.23,84.40487805,1.43,30,1.585663687,16.82,16.382, 647.14 Mil ,646291776,$15.50 ,$206.10 ,2.206882255,24.12,0.0166
AMPH,"Amphastar Pharmaceuticals, Inc.",17.32,1.540766551,0.03,25,0.088958808,27.37,21.99, 826.43 Mil ,822017216,$23.40 ,$182.50 ,1.172647258,14.77,0.0656
AMRB,American River Bankshares,19.96,50.94341463,1.414,15,2.552275282,Not Found!,None, 96.69 Mil ,39600532,$6.42 ,$775.90 ,2.278538813,8.76,0.0018
AMRK,"A-Mark Precious Metals, Inc.",37.71,undefined,8.33,N/A,undefined,6.53,13.807, 643.06 Mil ,943213760,($205),$889 ,3.011980831,12.52,0.0335
AMRN,Amarin Corporation plc,5.18,-3.633449477,-0.05,38.9,-0.701438123,-123.31,-86.794, 1.56 Bil ,1529044992,($22.00),$338.50 ,1.541666667,3.36,None
AMRS,"Amyris, Inc.",15.67,-110.9658537,-1.88,30,-7.081420144,-17.93,-37.379, 4.64 Bil ,4263118592,($188.50),$389.90 ,8.335106383,1.88,0.1454
AMSC,American Superconductor Corpora,17.75,-47.50696864,-0.925,25,-2.676448938,-28.93,-25.339, 413.41 Mil ,398235232,($6.87),$52.13 ,3.487229862,5.09,0.0495
AMSF,"AMERISAFE, Inc.",62.65,126.7797909,4.47,10,2.023619967,Not Found!,10.225, 1.13 Bil ,1103617280,$62.50 ,"$1,032.00 ",1.162337662,53.9,0.0135
AMST,Amesite Inc.,2.95,undefined,None,N/A,undefined,-11.36,-8.137, 46.69 Mil ,47919528,($4.19),$0.97 ,1.017241379,2.9,0.0059
AMSWA,"American Software, Inc.",20.42,6.422926829,0.171,16,0.314540981,55.05,99.04, 565.60 Mil ,563638592,$25.20 ,$47.10 ,1.541132075,13.25,0.0276
AMTB,Amerant Bancorp Inc.,18.03,undefined,-0.041,N/A,undefined,Not Found!,None, 1.62 Bil ,1641620992,$51.70 ,"$6,987.50 ",2.001109878,9.01,0.0112
AMTBB,Amerant Bancorp Inc.,15.9,undefined,-0.041,,undefined,Not Found!,None, 1.61 Bil ,1551103616,$51.70 ,"$6,987.50 ",2.324561404,6.84,0.0055
AMTI,Applied Molecular Transport Inc,51.13,undefined,None,38.7,undefined,-28.3,-22.846, 1.86 Bil ,1481337216,($64.21),$8.51 ,2.999706659,17.045,0.13430001
AMWD,American Woodmark Corporation,102.15,102.4747735,4.051,8,1.003179379,10.44,10.583, 2.33 Bil ,2274528000,$141 ,$893 ,2.52409192,40.47,0.0231
AMTX,"Aemetis, Inc",18.77,undefined,-1.745,N/A,undefined,-142.03,-674.407, 721.06 Mil ,760731136,($16.90),$309.90 ,35.41509434,0.53,0.0297
AMYT,Amryt Pharma plc,13.56,undefined,None,N/A,undefined,-17.26,-34.051, 571.08 Mil ,556500096,$24.40 ,$470.40 ,1.347912525,10.06,None
ANAB,"AnaptysBio, Inc.",24.09,undefined,-0.73,N/A,undefined,-13.42,-11.181, 260.75 Mil ,260746080,($14.73),$19.82 ,1.730603448,13.92,0.241
AMZN,"Amazon.com, Inc.",3409,3005.755136,41.83,38.37,0.881711686,33.73,35.289, 1.72 Til ,1.69918E+12,"$25,925 ","$227,791 ",1.706530772,1997.62,0.0118
ANAT,"American National Group, Inc.",113.66,undefined,17.38,N/A,undefined,Not Found!,3.539, 3.13 Bil ,2106540160,$293 ,"$23,002 ",1.768476739,64.27,0.0129
ANDA,Andina Acquisition Corp. III,10.18,undefined,-0.173,,undefined,-39.27,None, 44.72 Mil ,36958848,($0.25),$0.88 ,1.018,10,0.0678
ANDAU,Andina Acquisition Corp. III,14.95,undefined,-0.173,,undefined,-39.27,None, - ,49441864,($0.25),$0.88 ,1.825396825,8.19,None
ANDE,"The Andersons, Inc.",28.22,5.818118467,0.23,8,0.206170038,11.98,12.78, 2.58 Bil ,2561792768,($179),"$3,111 ",2.553846154,11.05,0.0177
ANGI,Angi Inc.,16.18,-1.211563763,-0.013,52.29,-0.074880331,89.9,91.993, 8.07 Bil ,8201669120,$136 ,"$1,085 ",3.71954023,4.35,0.15529999
ANGN,Angion Biomedica Corp.,14.43,undefined,None,N/A,undefined,-8.24,-8.057, 454.75 Mil ,444052928,($22.93),$137.80 ,1.148611001,12.563,0.0214
ANGO,"AngioDynamics, Inc.",25.12,-159.4233449,-4.425,15,-6.346470738,-6.38,201.873, 922.10 Mil ,941937792,$9.70 ,$127.30 ,3.120496894,8.05,0.0306
ANIK,Anika Therapeutics Inc.,41.11,-47.93240418,-1.69,10,-1.165954857,-503.69,35.059, 505.71 Mil ,519467744,$11.40 ,$93.20 ,1.492737836,27.54,0.1188
ANIP,"ANI Pharmaceuticals, Inc.",32.81,-30.92188153,-1.885,2.2,-0.942452957,20.6,14.741, 579.45 Mil ,587711040,($53.10),$265.50 ,1.393205945,23.55,0.0634
ANIX,"Anixa Biosciences, Inc.",4.86,undefined,-0.413,N/A,undefined,-14.22,-12.056, 135.15 Mil ,111052816,($5.43),$1.53 ,2.945454545,1.65,0.0227
ANNX,"Annexon, Inc.",21.055,undefined,None,38.6,undefined,-6.87,-7.216, 433.10 Mil ,453156576,($53.09),$11.67 ,1.37345075,15.33,0.0365
ANPC,"AnPac Bio-Medical Science Co., ",5.19,undefined,None,N/A,undefined,-8.12,-0.469, 57.74 Mil ,53385808,($5.28),$4.22 ,1.647619048,3.15,None
ANSS,"ANSYS, Inc.",376.88,125.7219512,4.97,8,0.333586158,53.26,55.273, 32.55 Bil ,32432148480,$512 ,"$1,843 ",1.609154178,234.21,0.0138
ANTE,AirNet Technology Inc.,2.84,-110.675331,-2.533,20,-38.97018698,-0.43,0.009, 14.34 Mil ,-252526,($17.72),$120.36 ,4.507936508,0.63,None
ANY,Sphere 3D Corp.,2.31,-42.90689895,-0.982,20,-18.57441513,-9.6,-6.794, 39.26 Mil ,31984200,($2.58),$6.82 ,4.2,0.55,0.047399998
ANZUU,Anzu Special Acquisition Corp I,9.92,undefined,None,,undefined,Not Found!,None, - ,None,$,$0.00 ,1.026915114,9.66,None
AOSL,Alpha and Omega Semiconductor L,32.26,24.19923345,0.619,17,0.750131229,15.77,15.629, 1.00 Bil ,986101824,$45.80 ,$378.50 ,4.608571429,7,0.028399998
AOUT,"American Outdoor Brands, Inc.",26.98,undefined,None,N/A,undefined,9.18,9.151, 362.80 Mil ,354529376,$22.80 ,$63.70 ,2.204608596,12.238,0.0118
APA,APA Corporation,18.65,305.5930314,-12.86,-24,16.38568533,-6.36,9.189, 16.81 Bil ,17854081024,$86 ,"$13,391 ",2.932389937,6.36,0.0335
APDN,"Applied DNA Sciences, Inc.",6.89,undefined,-3.236,N/A,undefined,-3.7,-3.743, 47.94 Mil ,47117132,($12.90),$3.96 ,1.908587258,3.61,0.038599998
APEN,"Apollo Endosurgery, Inc.",5.71,undefined,-0.994,N/A,undefined,-12.59,-14.114, 169.76 Mil ,170274064,($21.44),$70.69 ,4.568,1.25,0.0035
APEI,"American Public Education, Inc.",32.55,45.03484321,1.25,15,1.383558931,9.48,10.084, 365.75 Mil ,389142688,$39.90 ,$64.10 ,1.499309074,21.71,0.0254
APHA,Aphria Inc.,14.78,undefined,-1.623,,undefined,-13.05,593.86, 5.19 Bil ,5367310848,($110.10),$975.90 ,5.316546763,2.78,None
API,"Agora, Inc.",59.37,undefined,None,26.7,undefined,-8042.15,-8509.824, 5.78 Bil ,6243802112,($6.30),$36.40 ,1.766964286,33.6,None
APLS,"Apellis Pharmaceuticals, Inc.",45.16,-79.48270383,-4.588,2.8,-1.760024443,-10.11,-14.797, 3.16 Bil ,3153144320,($165.90),$756.00 ,1.780757098,25.36,0.1497
APLT,"Applied Therapeutics, Inc.",17.61,undefined,-4.278,N/A,undefined,-3.9,None, 374.97 Mil ,374932448,($78.21),$22.57 ,1.296759941,13.58,0.086899996
APOG,"Apogee Enterprises, Inc.",35.91,21.25644599,0.59,15,0.591936675,13.87,7.64, 1.10 Bil ,1111160832,$116 ,$522 ,2.269911504,15.82,0.0437
APM,Aptorum Group Limited,2.63,undefined,0.2,N/A,undefined,9.51,-3.071, 60.82 Mil ,56608356,($16.09),$6.08 ,2.267241379,1.16,0.0222
APOP,Cellect Biotechnology Ltd.,2.53,undefined,-0.854,N/A,undefined,-19.13,None, 4.78 Mil ,9773728,($4.78),$1.42 ,1.533333333,1.65,None
APPF,"AppFolio, Inc.",146.83,228.0334495,4.44,25,1.553043993,121.99,217.068, 4.99 Bil ,4986700800,$3.20 ,$103.60 ,1.607105721,91.363,0.0683
APPN,Appian Corporation,136.46,undefined,-0.485,N/A,undefined,-358.06,-293.424, 9.40 Bil ,9404540928,($8.90),$215.90 ,3.955362319,34.5,0.2347
APPS,"Digital Turbine, Inc.",76.71,36.95080139,0.412,50,0.481694712,128.5,135.426, 6.69 Bil ,6700755456,$51.80 ,$120.30 ,18.75550122,4.09,0.032
APR,"Apria, Inc.",29.6,undefined,None,-71.5,undefined,6.98,6.016, 1.32 Bil ,1314870528,$88 ,$731 ,1.474838067,20.07,0.1033
APRE,"Aprea Therapeutics, Inc.",4.82,undefined,-26.67,N/A,undefined,-0.26,-0.17, 10.69 Mil ,8988742,($41.83),$15.41 ,1.038793103,4.64,0.2529
APTO,"Aptose Biosciences, Inc.",5.28,undefined,-0.675,N/A,undefined,-5.59,-6.065, 328.45 Mil ,337328832,($33.98),$7.35 ,1.557522124,3.39,0.0417
APTX,Aptinyx Inc.,3.02,undefined,-1.024,N/A,undefined,-1.03,-0.813, 51.85 Mil ,40911780,($42.57),$4.70 ,1.480392157,2.04,0.0422
APVO,Aptevo Therapeutics Inc.,25.38,undefined,-5.235,N/A,undefined,-4.1,-3.895, 109.75 Mil ,101996744,($29.32),$36.95 ,8.04692454,3.154,0.035099998
APWC,Asia Pacific Wire,3.6,undefined,0.051,N/A,undefined,10.04,6.809, 91.79 Mil ,91512904,$14.80 ,$83.40 ,4.04494382,0.89,0.0054
APXT,Apex Technology Acquisition Cor,11.04,undefined,None,,undefined,-89.96,None, 494.42 Mil ,482832768,($2.42),$17.64 ,1.146417445,9.63,0.0674
APXTU,Apex Technology Acquisition Cor,11.68,undefined,None,,undefined,-89.96,None, - ,530957568,($2.42),$17.64 ,1.156435644,10.1,None
APYX,Apyx Medical Corporation,10.12,-12.53770035,-0.348,15,-1.238903196,-16.5,-15.736, 304.82 Mil ,302077632,($16.65),$10.25 ,3.607843137,2.805,0.0175
AQB,"AquaBounty Technologies, Inc.",6.02,undefined,-0.451,N/A,undefined,2.67,-22.258, 325.97 Mil ,328383616,($18.61),$10.90 ,3.725247525,1.616,0.0744
AQMS,"Aqua Metals, Inc.",3.11,-28.20982578,-0.423,35,-9.070683532,-9.41,-15.468, 202.03 Mil ,200108368,($14.40),$4.00 ,8.184210526,0.38,0.0687
AQST,"Aquestive Therapeutics, Inc.",4.24,undefined,-1.658,N/A,undefined,-4.11,-4.009, 160.05 Mil ,157510416,($45.98),$111.38 ,2.099009901,2.02,0.1341
ARAV,"Aravive, Inc.",5.39,-524.2150801,-1.934,168.3,-97.2569722,-2.95,-2.242, 65.74 Mil ,52173256,($12.17),$19.66 ,1.262295082,4.27,0.0422
ARAY,Accuray Incorporated,5.51,-30.73560976,0.08,-259.1,-5.578150591,13.2,17.556, 597.06 Mil ,597061184,$20.80 ,$400.40 ,3.279761905,1.68,0.0645
ARBG,Aequi Acquisition Corp.,9.72,undefined,None,,undefined,Not Found!,None, 281.46 Mil ,280324992,$,$0.06 ,1.030752916,9.43,0.0022
ARBGU,Aequi Acquisition Corp.,10.05,undefined,None,,undefined,Not Found!,None, - ,288950016,$,$0.06 ,1.031827515,9.74,None
ARCB,ArcBest Corporation,70.92,98.15219512,2.69,15.3,1.383984703,8.42,8.805, 1.87 Bil ,1877899904,$149 ,$950 ,4.123255814,17.2,0.0296
ARCC,Ares Capital Corporation - Clos,19.49,13.28278746,1.14,-0.9,0.681518084,Not Found!,None, 16.87 Bil ,16661623808,($557.00),"$9,020.00 ",1.854424358,10.51,0.0092
ARCE,Arco Platform Limited,28.07,1.239512195,0.055,6.2,0.044157898,27.75,3.656, 1.42 Bil ,805035392,($2.90),$461.70 ,1.153719688,24.33,0.0376
ARCT,Arcturus Therapeutics Holdings ,38.58,undefined,-3.553,N/A,undefined,-8.42,-7.197, 571.22 Mil ,508412544,($44.60),$79.90 ,2.947288006,13.09,0.18200001
ARDS,Aridis Pharmaceuticals Inc.,5.99,-252.4612683,-2.436,59.1,-42.14712325,-2.73,-2.639, 62.01 Mil ,58222476,($20.84),$23.80 ,1.274468085,4.7,0.0025
ARDX,"Ardelyx, Inc.",8.68,-62.15268293,-1.053,30,-7.160447342,-8.31,-7.999, 711.54 Mil ,711537088,($81.76),$75.45 ,1.75,4.96,0.122200005
AREC,American Resources Corporation,3.34,undefined,-0.349,N/A,undefined,-45.81,-17.519, 182.66 Mil ,186723616,($14.26),$58.42 ,4.575342466,0.73,0.0456
ARGX,argenx SE,293.03,150.1322927,-14.07,-15.46,0.512344445,-67.75,-31.421, 12.47 Bil ,13180003328,$0.00 ,$457.20 ,2.254076923,130,None
ARKO,ARKO Corp.,10.1,undefined,None,N/A,undefined,19.74,18.709, 3.06 Bil ,3121250560,$,"$2,422 ",1.332981391,7.577,None
ARKR,Ark Restaurants Corp.,19.09,undefined,-1.995,N/A,undefined,-20.26,-17.58, 165.13 Mil ,164774992,($12.27),$122.31 ,2.243243243,8.51,0.0119
ARLP,"Alliance Resource Partners, L.P",6,-2.601243206,-1.016,-6.83,-0.433540534,5.66,3.653, 1.30 Bil ,1397434752,$274 ,"$1,051 ",2.281368821,2.63,0.014099999
ARNA,"Arena Pharmaceuticals, Inc.",68.75,132.5565157,-7.39,-20.2,1.928094774,-7.48,-7.209, 3.04 Bil ,3047780096,($353.91),$110.25 ,1.534940835,44.79,0.061
ARPO,"Aerpio Pharmaceuticals, Inc.",1.19,undefined,-0.101,N/A,undefined,-2.08,-2.036, 12.82 Mil ,12819108,($5.39),$1.87 ,2.418699187,0.492,0.0355
AROW,Arrow Financial Corporation,34.23,62.3297561,2.64,6.9,1.820910199,Not Found!,None, 223.89 Mil ,246733248,$37.20 ,"$3,354.20 ",1.447969543,23.64,0.006
ARQT,"Arcutis Biotherapeutics, Inc.",30.54,-288.1044878,-10.269,9.8,-9.433676745,-9.4,-8.42, 1.24 Bil ,1171476096,($113.35),$27.65 ,1.744146202,17.51,0.0622
ARRWU,Arrowroot Acquisition Corp.,9.98,undefined,None,,undefined,Not Found!,None, - ,62500000,$,$0.00 ,1.018367347,9.8,None
ARRY,"Array Technologies, Inc.",29.53,7.905374216,0.486,2.11,0.267706543,78.86,27.156, 4.21 Bil ,4049669376,$521.30 ,$736.90 ,1.130118638,26.13,0.5951
ARTL,"Artelo Biosciences, Inc.",1.34,undefined,-0.6,N/A,undefined,-4.01,-17.207, 20.24 Mil ,90872256,($4.71),$0.59 ,2.971175166,0.451,0.1378
ARTNA,Artesian Resources Corporation,39.76,34.30313589,1.79,4,0.862754927,13.11,14.037, 540.79 Mil ,549155712,($13.92),$423.79 ,1.246785826,31.89,0.0085
ARTW,"Art's-Way Manufacturing Co., In",3.05,undefined,-0.449,N/A,undefined,-10.97,-5.742, 19.57 Mil ,17550798,$0.20 ,$9.15 ,1.713483146,1.78,0.0051
ARVL,Arrival,18.31,undefined,None,,undefined,Not Found!,-75.989, 11.27 Bil ,4280546048,$,$0.00 ,1.927368421,9.5,None
ARVN,"Arvinas, Inc.",66.09,undefined,-3.018,N/A,undefined,-22.35,-20.404, 2.63 Bil ,2483035136,($96.21),$75.11 ,3.358231707,19.68,0.055
ARWR,"Arrowhead Pharmaceuticals, Inc.",74.5,-24.39033449,-1.005,7.33,-0.32738704,-70.4,-70.398, 7.45 Bil ,7450151424,($122.69),$44.78 ,2.60034904,28.65,0.0541
ARYA,ARYA Sciences Acquisition Corp ,11.68,undefined,-0.078,N/A,undefined,-391.78,None, 223.23 Mil ,219451856,$0.00 ,$5.62 ,1.161033797,10.06,0.031400003
ARYD,ARYA Sciences Acquisition Corp ,10.95,undefined,None,,undefined,Not Found!,None, 211.44 Mil ,35490000,$,$0.00 ,1.058994197,10.34,0.0002
ASAX,Astrea Acquisition Corp.,9.74,undefined,None,,undefined,Not Found!,None, - ,42003752,$,$0.09 ,1.019895288,9.55,None
ASAXU,Astrea Acquisition Corp.,9.99,undefined,None,,undefined,Not Found!,None, - ,42952500,$,$0.09 ,1.12247191,8.9,None
ASLEW,AerSale Corporation,2.57,undefined,None,,undefined,,14.398,,63882892,Not Found!,Not Found!,1.088983051,2.36,None
ASLN,ASLAN Pharmaceuticals Limited,3.43,undefined,-0.421,N/A,undefined,-1.09,-8.474, 233.90 Mil ,139423680,$0.00 ,$24.82 ,3.610526316,0.95,None
ASMB,"Assembly Biosciences, Inc.",4.4,-68.57101045,-1.754,17,-15.58432056,0.48,0.696,"-33,630,000.00",-41825804,($65.18),$42.68 ,1.045130641,4.21,0.1071
ASML,ASML Holding N.V. - New York Re,670.44,762.3915261,12.984,29.8,1.137151014,40.61,50.04, 280.21 Bil ,2.79397E+11,"($2,183)","$16,178 ",2.473948339,271,None
ASND,Ascendis Pharma A/S,135.65,-498.5567944,-10.006,24,-3.67531732,-14,-20.317, 6.58 Bil ,6664419840,($340.43),$171.63 ,1.154861229,117.46,None
ASO,"Academy Sports and Outdoors, In",31.42,undefined,None,41.9,undefined,8.73,8.452, 4.59 Bil ,4569835520,$0 ,"$3,272 ",2.60746888,12.05,0.488
ASPCU,Alpha Capital Acquisition Compa,9.96,undefined,None,,undefined,Not Found!,None, - ,49800000,$,$0.21 ,1.049525817,9.49,None
ASPS,Altisource Portfolio Solutions ,6.46,-188.3184669,-4.31,20,-29.15146546,-2526.53,-111.185, 305.71 Mil ,308316800,($25.10),$348.20 ,1.076666667,6,0.045300003
ASPU,Aspen Group Inc.,5.14,-28.47811847,-0.383,40,-5.540489974,-30.76,-29.238, 132.08 Mil ,126835232,($11.46),$23.67 ,1,5.14,0.036
ASRT,"Assertio Holdings, Inc.",0.5721,-13.86689895,-0.27,25,-24.23859282,-17.89,-9.842, 158.09 Mil ,160196848,($65.60),$247.80 ,1.733636364,0.33,0.022
ASRV,AmeriServ Financial Inc.,4.19,undefined,0.309,N/A,undefined,Not Found!,None, 163.61 Mil ,134037424,($2.70),"$1,175.31 ",1.676,2.5,0.011
ASTC,Astrotech Corporation,1.35,undefined,-0.845,N/A,undefined,-6.48,-0.911, 43.41 Mil ,6104132,($6.09),$4.77 ,1.071428571,1.26,0.0226
ASTE,"Astec Industries, Inc.",78.97,58.14285714,2.05,10,0.736265128,22.24,20.533, 1.63 Bil ,1611828992,$126 ,$205 ,2.288985507,34.5,0.024300002
ASUR,Asure Software Inc,8.18,-52.89965157,-1.03,25,-6.466950069,65.27,44.268, 158.02 Mil ,157194480,($5.34),$369.77 ,1.600782779,5.11,0.09
ASYS,"Amtech Systems, Inc.",10.77,-40.63484321,-0.93,20,-3.772965943,386.67,790.728, 126.05 Mil ,115446360,($4.09),$21.49 ,2.576555024,4.18,0.0074
ATAX,America First Multifamily Inves,5.68,undefined,0.07,N/A,undefined,Not Found!,None, 1.11 Bil ,1104224000,$15.42 ,$721.05 ,1.613636364,3.52,0.0055
ATCX,"Atlas Technical Consultants, In",10.61,undefined,None,N/A,undefined,20.46,15.249, 487.73 Mil ,483402112,$12.00 ,$358.80 ,2.143434343,4.95,0.007
ATEC,"Alphatec Holdings, Inc.",16.61,-37.05428571,-1.179,12,-2.230842006,-31.21,-44.081, 1.50 Bil ,1548948352,($70.30),$131.30 ,4.914201183,3.38,0.0269
ATEX,Anterix Inc.,46.09,undefined,-3.191,N/A,undefined,-15.42,-15.198, 707.06 Mil ,707064064,($44.69),$21.95 ,1.690445626,27.265,0.1012
ATHA,"Athira Pharma, Inc.",18.5,undefined,None,N/A,undefined,-28.46,-24.196, 460.69 Mil ,483742112,($11.34),$8.47 ,1.171627612,15.79,0.0291
ATHE,Alterity Therapeutics Limited,1.62,undefined,-0.66,N/A,undefined,-2.34,-1.183, 27.66 Mil ,18787106,($6.52),$2.30 ,2.945454545,0.55,None
ATHX,"Athersys, Inc.",1.79,-183.7053659,-0.42,276.8,-102.628696,-4.14,-4.152, 320.83 Mil ,321504992,($62.97),$28.35 ,1.169934641,1.53,0.1328
ATIF,ATIF Holdings Limited,1.12,undefined,-0.374,,undefined,-8.17,-6.979, 77.41 Mil ,70569888,($6.42),$11.17 ,1.723076923,0.65,0.097600006
ATLC,Atlanticus Holdings Corporation,32.34,172.6762369,3.952,20,5.339401266,Not Found!,None, 1.20 Bil ,1407039872,$176.70 ,$944.90 ,4.346774194,7.44,0.091000006
ATLO,Ames National Corporation,25.57,undefined,2.33,N/A,undefined,Not Found!,None, 42.28 Mil ,24875408,$28.46 ,"$1,766.16 ",1.546884453,16.53,0.0209
ATNI,"ATN International, Inc.",47.56,-38.88710801,-0.89,20,-0.817643146,9.63,7.482, 902.58 Mil ,909822080,$11.00 ,$329.40 ,1.160282996,40.99,0.0301
ATNX,"Athenex, Inc.",4.2,58.31382857,-1.718,-30.64,13.8842449,-2.55,-2.696, 321.45 Mil ,321444896,($144.70),$219.00 ,1.06870229,3.93,0.1744
ATOM,Atomera Incorporated,21.98,undefined,-0.793,N/A,undefined,-31.7,-30.612, 458.60 Mil ,455471744,($12.20),$2.05 ,5.972826087,3.68,0.1377
ATOS,"Atossa Therapeutics, Inc.",1.96,undefined,-1.975,N/A,undefined,-13.84,-12.015, 197.28 Mil ,174944512,($11.57),$15.67 ,2.419753086,0.81,0.083100006
ATRA,"Atara Biotherapeutics, Inc.",14.49,undefined,-4.145,N/A,undefined,-2.5,-2.46, 746.09 Mil ,739473600,($185.27),$125.78 ,2.029411765,7.14,0.1718
ATRC,"AtriCure, Inc.",66,-49.9415331,-1.143,20,-0.756689895,-83.06,-98.173, 2.79 Bil ,2837601280,($25.10),$302.10 ,1.957876001,33.71,0.043899998
ATRI,Atrion Corporation,650.1,undefined,17.44,N/A,undefined,24.18,24.362, 1.14 Bil ,1152787840,$17.30 ,$26.40 ,1.146560847,567,0.062
