TICKER SYMBOL,LIST PRICE,INTRINSIC VALUE,EPS TTM,GROWTH ESTIMATES NEXT 5 YEARS,MARGIN OF SAFETY,ENTERPRISE VALUE/EBITDA,ENTERPRISE VALUE,FREE CASH_FLOW,TOTAL LIABILITIES
APDN,7.19,undefined,-3.236,N/A,undefined, -4.15 , 53.40 Mil ,$-12.90 Mil ,$3.96 Mil 
APEI,35.63,42.516447368421055,1.25,15.00,1.193276659231576, 11.86 , 457.66 Mil ,$39.9 Mil ,$64.1 Mil 
APEN,5.51,undefined,-0.994,N/A,undefined, -12.2 , 164.57 Mil ,$-21.44 Mil ,$70.69 Mil 
APHA,18.37,undefined,-0.628,,undefined, -52.98 , 6.09 Bil ,$-178.7 Mil ,$660.8 Mil 
API,50.27,undefined,None,26.70,undefined, -7645.86 , 5.59 Bil ,$-6.3 Mil ,$36.4 Mil 
APLS,42.91,-75.03794736842106,-4.588,2.80,-1.7487286732328378, -9.54 , 2.98 Bil ,$-165.9 Mil ,$756.0 Mil 
APLT,18.755,undefined,-4.278,N/A,undefined, -4.04 , 379.61 Mil ,$-78.21 Mil ,$22.57 Mil 
APM,2.98,undefined,-0.536,N/A,undefined, -5.78 , 102.31 Mil ,$-14.29 Mil ,$5.79 Mil 
APOG,40.88,89.69269736842107,2.637,15.00,2.1940483700690083, 8.55 , 1.25 Bil ,$147 Mil ,$539 Mil 
APOP,3.14,undefined,-0.854,N/A,undefined, -11.67 , 5.94 Mil ,$-3.88 Mil ,$1.29 Mil 
APPF,141.41,215.28157894736847,4.44,25.00,1.5223928926339614, 119.14 , 4.80 Bil ,$3.2 Mil ,$103.6 Mil 
APPN,132.95,undefined,-0.485,N/A,undefined, -363.23 , 9.54 Bil ,$-8.9 Mil ,$215.9 Mil 
APPS,80.36,34.88447368421053,0.412,50.00,0.43410245998270947, 140.73 , 7.33 Bil ,$51.8 Mil ,$120.3 Mil 
APR,27.93,undefined,None,-71.50,undefined, 8.11 , 1.14 Bil ,$ Mil ,$483 Mil 
APRE,5.1,undefined,-26.67,N/A,undefined, -0.34 , 18.10 Mil ,$-41.83 Mil ,$15.41 Mil 
APTO,5.975,undefined,-0.675,N/A,undefined, -7.01 , 411.09 Mil ,$-33.98 Mil ,$7.35 Mil 
APTX,3,undefined,-1.024,N/A,undefined, -1.18 , 59.64 Mil ,$-42.57 Mil ,$4.70 Mil 
APVO,30.52,undefined,-5.235,N/A,undefined, -4.42 , 126.82 Mil ,$-28.30 Mil ,$35.22 Mil 
APWC,4.03,undefined,0.051,N/A,undefined, 10.93 , 99.81 Mil ,$14.8 Mil ,$83.4 Mil 
APXT,11.08,undefined,None,,undefined, -90.36 , 497.98 Mil ,$-2.42 Mil ,$17.64 Mil 
APXTU,12.74,undefined,None,,undefined,Not Found!, - ,$-2.42 Mil ,$17.64 Mil 
APYX,9.66,-11.904605263157896,-0.35,15.00,-1.2323607932875669, -13.06 , 292.16 Mil ,$-18.72 Mil ,$11.08 Mil 
AQB,6.7,undefined,-0.451,N/A,undefined, 2.69 , 391.46 Mil ,$-18.61 Mil ,$10.90 Mil 
AQMS,4.05,-26.632302631578952,-0.423,35.00,-6.575877192982458, -12.67 , 275.30 Mil ,$-14.40 Mil ,$4.00 Mil 
AQST,5.2,undefined,-1.658,N/A,undefined, -4.96 , 194.81 Mil ,$-45.98 Mil ,$111.38 Mil 
ARAV,6.59,-494.9004210526316,-1.934,168.30,-75.09869818704577, -3.22 , 74.19 Mil ,$-12.17 Mil ,$19.66 Mil 
ARAY,4.95,-29.016842105263162,0.08,-259.10,-5.861988304093568, 12.48 , 564.55 Mil ,$20.8 Mil ,$400.4 Mil 
ARBG,9.65,undefined,None,,undefined,Not Found!, 280.31 Mil ,$ Mil ,$0.06 Mil 
ARBGU,10,undefined,None,,undefined,Not Found!, - ,$ Mil ,$0.06 Mil 
ARCB,70.37,92.66342105263159,2.69,15.30,1.3168029139211537, 8.38 , 1.86 Bil ,$149 Mil ,$950 Mil 
ARCC,18.71,12.540000000000001,1.14,-0.90,0.6702298236237306,Not Found!, 16.42 Bil ,$-557.0 Mil ,"$9,020.0 Mil "
ARCE,25.34,1.1063684210526317,0.052,6.20,0.043660947949985464, 28.34 , 1.37 Bil ,$-22.3 Mil ,$344.1 Mil 
ARCT,41.3,undefined,-3.553,N/A,undefined, -8.83 , 622.21 Mil ,$-44.60 Mil ,$79.90 Mil 
ARDS,5.9,-238.73473684210526,-2.44,59.10,-40.46351471900089, -2.49 , 54.49 Mil ,$-11.87 Mil ,$23.40 Mil 
ARDX,6.62,-58.67703947368421,-1.053,30.00,-8.863601128955318, -6.22 , 543.78 Mil ,$-81.76 Mil ,$75.45 Mil 
AREC,3.8,undefined,-0.349,N/A,undefined, -52.36 , 212.89 Mil ,$-14.26 Mil ,$58.42 Mil 
ARGX,275.39,129.1524039473684,-13.707,-15.01,0.46898000634506853, -64.85 , 12.06 Bil ,$0.00 Mil ,$457.20 Mil 
ARKO,9.94,undefined,None,N/A,undefined, 19.43 , 3.03 Bil ,$ Mil ,"$2,422 Mil "
ARKR,20.14,undefined,-1.995,N/A,undefined, -21.03 , 171.29 Mil ,$-12.27 Mil ,$122.31 Mil 
ARLP,5.8,-2.455778947368421,-1.016,-6.83,-0.42341016333938297, 5.71 , 1.31 Bil ,$280 Mil ,"$1,094 Mil "
ARNA,69.39,125.14381578947369,-7.39,-20.20,1.8034848795139602, -7.57 , 3.07 Bil ,$-353.91 Mil ,$110.25 Mil 
AROW,33.31,58.8442105263158,2.64,6.90,1.7665629098263522,Not Found!, 214.89 Mil ,$37.2 Mil ,"$3,354.2 Mil "
ARPO,1.29,undefined,-0.101,N/A,undefined, -2.91 , 18.02 Mil ,$-5.39 Mil ,$1.87 Mil 
ARQT,28.93,-271.99338157894744,-10.269,9.80,-9.401776065639385, -8.88 , 1.21 Bil ,$-113.35 Mil ,$27.65 Mil 
ARRY,29.82,7.463297368421052,0.486,2.11,0.25027824843799634, 77.37 , 4.13 Bil ,$521.3 Mil ,$736.9 Mil 
ARTL,1.63,undefined,-0.882,N/A,undefined, -3.97 , 19.01 Mil ,$-4.62 Mil ,$0.49 Mil 
ARTNA,39.38,32.38486842105263,1.79,4.00,0.8223684210526315, 13.18 , 544.10 Mil ,$-13.92 Mil ,$423.79 Mil 
ARTW,3.09,undefined,-0.48,N/A,undefined, -10.96 , 20.15 Mil ,$-1.55 Mil ,$8.90 Mil 
ARVN,66.1,undefined,-3.018,N/A,undefined, -21.97 , 2.53 Bil ,$-96.21 Mil ,$75.11 Mil 
ARWR,66.31,-23.02640131578947,-1.005,7.33,-0.3472538277151179, -63.11 , 6.68 Bil ,$-122.69 Mil ,$44.78 Mil 
ARYA,13.78,undefined,-0.078,N/A,undefined, -1475.45 , 275.91 Mil ,$ Mil ,$5.36 Mil 
ASAXU,9.91,undefined,None,,undefined,Not Found!, - ,$ Mil ,$0.09 Mil 
ASET,31.5872,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
ASLEW,2.19,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
ASLN,3.35,undefined,-1.162,N/A,undefined, -1.1 , 217.17 Mil ,$0.00 Mil ,$24.82 Mil 
ASMB,4.6,-64.73644736842105,-1.754,17.00,-14.073140732265447, 0.49 ," -31,883,000.00 ",$-65.18 Mil ,$42.68 Mil 
ASML,617.36,369.78526315789475,9.98,17.10,0.5989783321852643, 48.35 , 262.23 Bil ,"$4,495 Mil ","$16,304 Mil "
ASND,128.88,-458.21151315789473,-9.741,24.00,-3.5553345217093013, -13.41 , 6.25 Bil ,$-340.43 Mil ,$171.63 Mil 
ASO,26.99,undefined,None,41.90,undefined, 9.73 , 4.42 Bil ,$0 Mil ,"$3,997 Mil "
ASPS,9.19,-177.78750000000002,-4.31,20.00,-19.345756256800875, -2877.33 , 348.16 Mil ,$-25.1 Mil ,$348.2 Mil 
ASPU,6,-26.885592105263164,-0.383,40.00,-4.480932017543861, -35.86 , 154.29 Mil ,$-11.46 Mil ,$23.67 Mil 
ASRT,0.6825,-13.091447368421052,-0.27,25.00,-19.181607865818393, -21.19 , 187.32 Mil ,$-65.6 Mil ,$247.8 Mil 
ASRV,4.06,undefined,0.27,N/A,undefined,Not Found!, 159.50 Mil ,$-2.70 Mil ,"$1,175.31 Mil "
ASTC,2.19,undefined,-0.845,N/A,undefined, -4.33 , 29.13 Mil ,$-6.09 Mil ,$4.77 Mil 
ASTE,75.42,54.891447368421055,2.05,10.00,0.7278102276375107, 21.56 , 1.58 Bil ,$126 Mil ,$205 Mil 
ASUR,7.64,-49.94144736842106,-1.03,25.00,-6.536838660788097, 64.15 , 155.30 Mil ,$-5.34 Mil ,$369.77 Mil 
ASYS,11.82,-38.362500000000004,-0.93,20.00,-3.245558375634518, 446.08 , 145.43 Mil ,$-4.09 Mil ,$21.49 Mil 
ATAX,5.53,undefined,0.07,N/A,undefined,Not Found!, 1.09 Bil ,$15.42 Mil ,$721.05 Mil 
ATCX,10.21,undefined,None,N/A,undefined, 20.07 , 477.89 Mil ,$12.0 Mil ,$358.8 Mil 
ATEC,15.79,-34.982171052631585,-1.179,12.00,-2.215463651211627, -29.6 , 1.42 Bil ,$-70.3 Mil ,$131.3 Mil 
ATEX,47.16,undefined,-3.191,N/A,undefined, -15.96 , 724.12 Mil ,$-44.69 Mil ,$21.95 Mil 
ATHA,18.4,undefined,None,N/A,undefined, -28.41 , 457.34 Mil ,$-11.34 Mil ,$8.47 Mil 
ATHE,1.44,undefined,-0.66,N/A,undefined, -2.13 , 25.68 Mil ,$-6.52 Mil ,$2.30 Mil 
ATHX,1.8,-173.43236842105264,-0.42,276.80,-96.35131578947369, -4.7 , 363.88 Mil ,$-62.97 Mil ,$28.35 Mil 
ATIF,1.37,undefined,-0.374,,undefined, -9.48 , 89.73 Mil ,$-6.42 Mil ,$11.17 Mil 
ATLC,30.33,127.05000000000001,3.08,20.00,4.1889218595450055,Not Found!, 1.17 Bil ,$176.7 Mil ,$944.9 Mil 
ATLO,25.58,undefined,2.061,N/A,undefined,Not Found!, 48.85 Mil ,$28.46 Mil ,"$1,766.16 Mil "
ATNI,49.12,-36.712500000000006,-0.89,20.00,-0.7474043159609122, 10.1 , 945.34 Mil ,$11.0 Mil ,$329.4 Mil 
ATNX,4.3,55.05285789473685,-1.718,-30.64,12.802990208078338, -2.7 , 346.68 Mil ,$-144.7 Mil ,$219.0 Mil 
ATOM,24.5,undefined,-0.793,N/A,undefined, -37.68 , 555.73 Mil ,$-12.20 Mil ,$2.05 Mil 
ATOS,2.11,undefined,-1.975,N/A,undefined, -19.45 , 251.91 Mil ,$-10.85 Mil ,$1.57 Mil 
ATRA,14.36,undefined,-4.145,N/A,undefined, -2.52 , 761.06 Mil ,$-185.27 Mil ,$125.78 Mil 
ATRC,65.52,-47.14875,-1.143,20.00,-0.7196085164835165, -81.89 , 2.75 Bil ,$-25.1 Mil ,$302.1 Mil 
ATRI,641.31,undefined,17.44,N/A,undefined, 23.95 , 1.13 Bil ,$17.3 Mil ,$26.4 Mil 
ATRO,18.04,-351.0157894736842,-3.76,56.00,-19.457637997432606, 39.52 , 718.08 Mil ,$29.9 Mil ,$349.4 Mil 
ATRS,4.11,41.745000000000005,0.33,78.90,10.156934306569344, 42.15 , 688.29 Mil ,$6.7 Mil ,$93.4 Mil 
ATSG,29.26,6.99513157894737,0.537,0.50,0.23906806489908985, 7.96 , 3.30 Bil ,$2 Mil ,"$2,146 Mil "
ATVI,93,107.46797368421052,2.82,17.83,1.15556960950764, 21.82 , 68.98 Bil ,"$2,174 Mil ","$8,072 Mil "
ATXI,6.07,undefined,-0.312,N/A,undefined, -10.09 , 97.83 Mil ,$-9.42 Mil ,$1.12 Mil 
AUB,38.36,57.554605263157896,2.41,8.00,1.500380742000988,Not Found!, 3.15 Bil ,$202.3 Mil ,"$16,920.0 Mil "
AUBAP,27.53,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
AUBN,38.37,undefined,2.09,N/A,undefined,Not Found!, 54.71 Mil ,$1.37 Mil ,$848.91 Mil 
AUDC,26.98,23.30552631578947,0.83,10.90,0.8638074987320041, 22.43 , 920.08 Mil ,$36.9 Mil ,$148.3 Mil 
AUPH,12.985,undefined,-0.867,N/A,undefined, -12.46 , 1.28 Bil ,$-77.20 Mil ,$55.91 Mil 
AUTL,5.73,undefined,-1.4,N/A,undefined, -1.96 , 317.56 Mil ,$-132.44 Mil ,$84.21 Mil 
AUTO,2.66,-25.213157894736845,-0.52,25.00,-9.478630787495055, -20.04 , 40.71 Mil ,$1.31 Mil ,$24.79 Mil 
AUVI,9.99,undefined,None,N/A,undefined, 83.38 , 85.98 Mil ,$-0.06 Mil ,$2.32 Mil 
AVAV,116.06,51.92144736842106,1.237,20.50,0.4473672873377655, 44.35 , 2.58 Bil ,$77.8 Mil ,$65.8 Mil 
AVCO,1.07,undefined,-0.159,,undefined, -6.75 , 94.03 Mil ,$-7.95 Mil ,$5.81 Mil 
AVCT,5.66,undefined,None,,undefined, -97.81 , 165.88 Mil ,$-15.57 Mil ,$89.39 Mil 
AVDL,9.04,4.42171052631579,0.13,15.00,0.4891272706101538, 45.65 , 438.24 Mil ,$-48.73 Mil ,$149.37 Mil 
AVEO,7.32,undefined,-1.663,N/A,undefined, -6.11 , 208.02 Mil ,$-38.35 Mil ,$31.62 Mil 
AVGO,463.66,214.01325000000003,8.647,8.60,0.4615736746754087, 18.61 , 226.74 Bil ,"$12,383 Mil ","$52,973 Mil "
AVGOP,1474.49,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
AVGR,1.51,undefined,-0.465,N/A,undefined, -8.8 , 144.49 Mil ,$-14.84 Mil ,$20.12 Mil 
AVID,21.11,8.50328947368421,0.25,15.00,0.40280859657433493, 27.45 , 1.13 Bil ,$33.9 Mil ,$438.1 Mil 
AVIR,61.75,undefined,None,N/A,undefined, -178.72 , 4.67 Bil ,$-17.09 Mil ,$186.62 Mil 
AVNW,71.04,76.72934210526316,2.586,12.00,1.0800864598150781, 16.93 , 389.45 Mil ,$13.3 Mil ,$108.8 Mil 
AVO,19.01,undefined,None,13.70,undefined, 19.14 , 1.44 Bil ,$0.9 Mil ,$314.9 Mil 
AVRO,12.69,undefined,-3.306,N/A,undefined, -2.13 , 252.69 Mil ,$-99.98 Mil ,$16.89 Mil 
AVT,41.51,-21.06355263157895,-0.77,10.40,-0.507433212035147, 33.52 , 5.33 Bil ,$534 Mil ,"$4,354 Mil "
AVXL,14.95,undefined,-0.455,N/A,undefined, -31.21 , 1.02 Bil ,$-23.43 Mil ,$8.03 Mil 
AWH,6.75,undefined,None,N/A,undefined, -41.96 , 746.83 Mil ,$-13.13 Mil ,$6.72 Mil 
AWRE,3.65,undefined,-0.355,N/A,undefined, -4.74 , 42.04 Mil ,$-5.76 Mil ,$5.96 Mil 
AXAS,3.14,-333.91657894736846,-21.972,2.00,-106.34285953737849, -1.77 , 233.02 Mil ,$-8.88 Mil ,$229.47 Mil 
AXDX,8.32,-77.79026315789473,-1.396,30.00,-9.34979124493927, -10.22 , 609.42 Mil ,$-51.76 Mil ,$156.24 Mil 
AXGN,20.26,undefined,-0.595,N/A,undefined, -39.36 , 758.83 Mil ,$-32.2 Mil ,$78.2 Mil 
AXLA,4.76,undefined,-1.781,N/A,undefined, -1.88 , 99.94 Mil ,$-49.77 Mil ,$34.21 Mil 
AXNX,59.89,240.51138157894738,-1.485,-120.40,4.015885483034687, -43.44 , 2.23 Bil ,$-86.7 Mil ,$54.8 Mil 
AXON,142.42,-1.1853947368421054,-0.03,18.80,-0.008323232248575379, -5112.2 , 8.56 Bil ,$-34.4 Mil ,$404.8 Mil 
AXSM,56.62,164.54060526315791,-2.766,-49.60,2.906050958374389, -20.13 , 2.02 Bil ,$-78.50 Mil ,$72.34 Mil 
AXTI,11.66,1.8743421052631584,0.07,10.00,0.1607497517378352, 39.54 , 477.36 Mil ,$-13.99 Mil ,$90.89 Mil 
AY,36.63,9.821842105263158,0.117,49.50,0.2681365576102418, 13.07 , 9.82 Bil ,$438 Mil ,"$8,197 Mil "
AYLA,10.91,undefined,None,N/A,undefined, -3.11 , 92.20 Mil ,$-27.59 Mil ,$7.43 Mil 
AYRO,6.48,undefined,None,N/A,undefined, -30.91 , 232.79 Mil ,$ Mil ,$3.09 Mil 
AYTU,7.6,undefined,-2.218,N/A,undefined, -9.47 , 116.18 Mil ,$-30.19 Mil ,$54.05 Mil 
AZN,49.72,49.36105263157895,1.218,19.50,0.9927806241266884, 16 , 143.37 Bil ,"$2,193 Mil ","$51,091 Mil "
AZPN,144.33,154.7142763157895,4.363,16.00,1.0719481487964353, 26.53 , 10.50 Bil ,$253.5 Mil ,$633.8 Mil 
AZRX,1.34,undefined,-0.899,N/A,undefined, -6.13 , 61.16 Mil ,$-8.57 Mil ,$2.66 Mil 
AZYO,13.82,undefined,None,N/A,undefined, -17.53 , 134.35 Mil ,$-9.88 Mil ,$61.98 Mil 
BAND,126.74,undefined,-1.83,N/A,undefined, 414.45 , 3.36 Bil ,$-10.1 Mil ,$460.7 Mil 
BANF,70.69,67.30263157894737,3,7.00,0.9520813634028487,Not Found!, 730.31 Mil ,$87.9 Mil ,"$8,144.5 Mil "
BANR,53.33,73.13552631578948,3.26,7.00,1.3713768294728947,Not Found!, 1.01 Bil ,$112.6 Mil ,"$13,365.4 Mil "
BANX,19.74,undefined,1.185,N/A,undefined,Not Found!, 169.47 Mil ,$0.00 Mil ,$47.57 Mil 
BAOS,5.82,undefined,None,,undefined, 14.76 , 173.57 Mil ,$7.79 Mil ,$41.87 Mil 
BATRA,28.51,-118.69578947368424,-1.53,45.10,-4.163303734608356, -96.29 , 2.02 Bil ,$-136.0 Mil ,"$1,280.0 Mil "
BATRK,27.82,undefined,-1.53,N/A,undefined, -96.1 , 2.02 Bil ,$-136.0 Mil ,"$1,280.0 Mil "
BBBY,29.15,-201.69600000000003,-1.824,67.90,-6.919245283018869, 158.3 , 5.16 Bil ,$320 Mil ,"$5,592 Mil "
BBCP,7.41,undefined,-1.371,N/A,undefined, 52.5 , 797.99 Mil ,$58.4 Mil ,$499.3 Mil 
BBGI,2.83,13.130526315789474,-0.63,-22.90,4.639761949042217, 87.62 , 358.51 Mil ,$-3.3 Mil ,$471.5 Mil 
BBH,175.43,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
BBI,1.09,undefined,-3.167,N/A,undefined, -2.21 , 46.70 Mil ,$-20.03 Mil ,$6.50 Mil 
BBIG,2.56,undefined,None,,undefined, -7.63 , 54.19 Mil ,$-6.29 Mil ,$13.78 Mil 
BBIO,61.6,448.3216447368422,-4.729,-74.00,7.27794877819549, -18.71 , 8.78 Bil ,$-407.23 Mil ,$597.33 Mil 
BBQ,7.25,6.212105263157896,0.232,10.00,0.8568421052631581, 20.91 , 152.87 Mil ,$-5.9 Mil ,$117.0 Mil 
BBSI,68.86,149.31776315789472,4.39,15.00,2.168425256431814, 8.2 , 399.17 Mil ,$-36.5 Mil ,$576.7 Mil 
BCAB,50.84,undefined,None,N/A,undefined, -44.28 , 1.48 Bil ,$ Mil ,$34.96 Mil 
BCAC,9.82,undefined,None,,undefined,Not Found!, 73.23 Mil ,$ Mil ,$0.07 Mil 
BCBP,13.8,30.417894736842104,1.136,10.00,2.2041952707856596,Not Found!, 219.79 Mil ,$137.96 Mil ,"$2,571.81 Mil "
BCDA,4.34,undefined,-1.483,N/A,undefined, -3.73 , 57.82 Mil ,$-12.23 Mil ,$5.39 Mil 
BCEL,15.33,undefined,-6.355,N/A,undefined, -3.15 , 264.14 Mil ,$-71.70 Mil ,$30.01 Mil 
BCLI,3.83,undefined,-1.066,N/A,undefined, -3.27 , 102.45 Mil ,$-35.57 Mil ,$15.80 Mil 
BCML,18.02,30.712434210526318,1.147,10.00,1.7043526198960222,Not Found!, 253.32 Mil ,$6.78 Mil ,"$1,943.08 Mil "
BCOR,16.64,-294.69000000000005,-7.144,20.00,-17.70973557692308, -5.38 , 1.27 Bil ,$4.9 Mil ,$751.9 Mil 
BCOV,20.12,-4.999934210526316,-0.147,15.00,-0.24850567646751073, 90.37 , 825.98 Mil ,$12.6 Mil ,$107.2 Mil 
BCOW,14.03,undefined,0.28,,undefined,Not Found!, 58.76 Mil ,$0.80 Mil ,$445.21 Mil 
BCPC,125.41,122.30263157894737,2.6,24.00,0.9752223234107916, 25.78 , 4.18 Bil ,$116.7 Mil ,$337.6 Mil 
BCRX,10.17,-44.92805263157894,-1.093,19.90,-4.417704290224085, -10.43 , 1.75 Bil ,$-137.73 Mil ,$353.98 Mil 
BCTG,11.12,undefined,None,,undefined,Not Found!, 233.17 Mil ,$ Mil ,$0.04 Mil 
BCYC,29.87,undefined,-4.988,N/A,undefined, -11.68 , 583.58 Mil ,$-18.99 Mil ,$65.69 Mil 
BCYPU,10.14,undefined,None,,undefined,Not Found!, - ,$ Mil ,$0.06 Mil 
BDSI,3.91,11.636842105263158,0.24,25.00,2.976174451473953, 8.47 , 344.09 Mil ,$25.0 Mil ,$131.7 Mil 
BDSX,20.31,undefined,None,N/A,undefined, -37.91 , 504.64 Mil ,$-20.54 Mil ,$79.90 Mil 
BDTX,24.26,undefined,-13.874,N/A,undefined, -9.02 , 614.10 Mil ,$-52.15 Mil ,$21.91 Mil 
BEAM,80.04,undefined,-4.191,N/A,undefined, -37.36 , 4.78 Bil ,$-112.10 Mil ,$206.12 Mil 
BECN,52.32,-109.9132447368421,-4.382,8.83,-2.100788316835667, 13.7 , 6.71 Bil ,$511 Mil ,"$4,390 Mil "
BEEM,43.36,undefined,None,N/A,undefined, -74.04 , 310.27 Mil ,$-4.89 Mil ,$3.95 Mil 
BELFA,17.88,undefined,1.038,N/A,undefined, 8.42 , 283.80 Mil ,$40.6 Mil ,$268.1 Mil 
BELFB,19.89,undefined,1.038,N/A,undefined, 8.78 , 292.49 Mil ,$40.6 Mil ,$268.1 Mil 
BENE,9.94,undefined,None,,undefined,Not Found!, 148.04 Mil ,$ Mil ,$0.00 Mil 
BENEU,10.49,undefined,None,,undefined,Not Found!, - ,$ Mil ,$0.00 Mil 
BFC,74.99,undefined,5.07,N/A,undefined,Not Found!, 564.48 Mil ,$35.6 Mil ,"$2,423.2 Mil "
BFI,15.41,undefined,None,,undefined, -228.58 , 272.23 Mil ,$-0.92 Mil ,$3.49 Mil 
BFIN,10.32,14.567763157894737,0.61,8.00,1.4116049571603426,Not Found!," -344,510,000.00 ",$11.51 Mil ,"$1,423.91 Mil "
BFIT,26.54,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
BFRA,5.35,undefined,-0.786,N/A,undefined, -14.35 , 175.93 Mil ,$0.00 Mil ,$66.81 Mil 
BFST,23.93,undefined,1.64,N/A,undefined,Not Found!, 444.20 Mil ,$26.4 Mil ,"$3,750.4 Mil "
BGCP,4.83,3.920921052631579,0.129,12.50,0.8117848970251716,Not Found!, 2.82 Bil ,$219 Mil ,"$3,141 Mil "
BGFV,15.7,7.319052631578948,2.58,-6.54,0.4661816962789139, 6.26 , 592.94 Mil ,$141 Mil ,$467 Mil 
BGNE,348.08,-899.9121710526317,-19.131,24.00,-2.5853601788457587, -16.74 , 27.01 Bil ,"$-1,512.5 Mil ","$1,731.5 Mil "
BGRN,54.665,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
BHAT,1.36,undefined,0.279,,undefined, 8.13 , 57.39 Mil ,$0.00 Mil ,$11.76 Mil 
BHF,44.25,-775.6090736842106,-11.589,37.74,-17.52788867082962, -2.73 , 3.36 Bil ,$888 Mil ,"$229,781 Mil "
BHFAN,26.6,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
BHFAO,27.9,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
BHFAP,27.47,undefined,-11.589,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
BHSE,9.81,undefined,None,,undefined, -95388 , 95.39 Mil ,$-0.00 Mil ,$0.20 Mil 
BHSEU,10.2,undefined,None,,undefined,Not Found!, - ,$-0.00 Mil ,$0.20 Mil 
BHTG,1.57,undefined,-0.631,N/A,undefined, -9.48 , 80.20 Mil ,$-9.33 Mil ,$53.15 Mil 
BIB,83.61,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
BICK,37.6207,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
BIDU,217.55,158.1109605263158,9.886,2.55,0.7267798691165975, 16.19 , 62.49 Bil ,"$3,534 Mil ","$22,016 Mil "
BIGC,57.8,undefined,None,N/A,undefined, -129.63 , 4.06 Bil ,$-28.5 Mil ,$59.9 Mil 
BIIB,279.75,-56.71368421052633,24.8,-10.08,-0.2027298810027751, 8.1 , 47.66 Bil ,"$3,678 Mil ","$13,933 Mil "
BILI,107.06,-41.666060526315796,-1.326,13.21,-0.3891842006941509, -104.2 , 38.84 Bil ,$1 Mil ,"$2,459 Mil "
BIMI,1.75,undefined,-0.198,N/A,undefined, 12.99 , 22.54 Mil ,$-3.95 Mil ,$20.16 Mil 
BIOC,5.09,-105.57684210526317,-1.504,40.00,-20.74201220142695, -3.03 , 51.22 Mil ,$-24.66 Mil ,$11.45 Mil 
BIOL,0.8429,-23.1,-0.56,20.00,-27.40538616680508, -8.8 , 121.83 Mil ,$-12.89 Mil ,$31.00 Mil 
BIOTU,9.89,undefined,None,,undefined,Not Found!, - ,$ Mil ,$0.04 Mil 
BIS,22.54,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
BIVI,19.34,undefined,-9.08,N/A,undefined, -18.84 , 248.28 Mil ,$-3.16 Mil ,$0.39 Mil 
BJK,53.62,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
BJRI,58.08,-21.415263157894742,-2.74,-3.10,-0.36872009569378, 142.64 , 1.94 Bil ,$-2.8 Mil ,$765.6 Mil 
BKCC,3.35,-24.800657894736847,-1.49,3.00,-7.4031814611154765,Not Found!, 415.45 Mil ,$170.64 Mil ,$196.71 Mil 
BKEP,3.24,-16.898026315789476,-0.934,4.00,-5.215440220922678, 7.09 , 402.27 Mil ,$44.8 Mil ,$299.2 Mil 
BKEPP,7.76,undefined,-0.934,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
BKNG,2329.84,300.3138947368421,1.44,135.59,0.12889893500705715, 63.2 , 98.91 Bil ,$-201 Mil ,"$16,981 Mil "
BKSC,22.6,undefined,1.14,N/A,undefined,Not Found!, 87.79 Mil ,$0.11 Mil ,$477.51 Mil 
BKYI,3.49,undefined,-2.082,N/A,undefined, -1.93 , 10.17 Mil ,$-3.66 Mil ,$2.32 Mil 
BL,108.4,-40.24407894736842,-0.83,25.00,-0.3712553408428821, 1151.3 , 6.34 Bil ,$35.3 Mil ,$691.4 Mil 
BLBD,25.03,13.843355263157893,0.407,15.00,0.5530705258952414, 24.45 , 879.16 Mil ,$65.0 Mil ,$362.0 Mil 
BLCM,3.76,undefined,-1.341,N/A,undefined, 0.02 ," -1,564,000.00 ",$-56.78 Mil ,$108.52 Mil 
BLCN,48.1,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
BLCT,9.19,undefined,None,N/A,undefined, -5.72 , 199.45 Mil ,$-2.8 Mil ,$20.0 Mil 
BLDP,24.34,-2.5556328947368416,-0.207,0.03,-0.1049972430048004, -145.21 , 6.43 Bil ,$-55.8 Mil ,$74.7 Mil 
BLDR,46.37,105.10500000000002,2.66,18.80,2.266659478110848, 17.05 , 11.26 Bil ,$148 Mil ,"$3,021 Mil "
BLFS,36,-0.8032894736842104,-0.03,10.00,-0.022313596491228067, 140.52 , 1.11 Bil ,$6.15 Mil ,$29.58 Mil 
