TICKER SYMBOL,NAME,LIST PRICE,INTRINSIC VALUE,EPS TTM,GROWTH ESTIMATES NEXT 5 YEARS,MARGIN OF SAFETY,PRICE TO BOOK,PRICE TO CASH FLOW,ALTMAN Z-SCORE,ENTERPRISE VALUE,FREE CASH_FLOW,TOTAL CASH,TOTAL CASH MINUS MARKET CAP,TOTAL CASH PER SHARE,TOTAL LIABILITIES,PRICE/52 WEEK LOW,DAY LOW/52 WEEK LOW,DAY LOW,52 WEEK LOW,PERCENT SHORT OF FLOAT,CASH FLOW PER SHARE,SHARES OUTSTANDING,CURRENCY,COUNTRY,MARKET CAP,RECOMMENDATION KEY,ENTERPRISE VALUE/EBITDA,EV/EBITDA RATIO,INTRINSIC_VALUE_BY_CASH_FLOW,MARGIN_OF_SAFETY_BY_CASH_FLOW,SECTOR,INDUSTRY,RSI,INSIDER OWNERSHIP,PRESENT VALUE,DILLUTED PRESENT VALUE,PERCENT_DROP_SINCE_SEPTEMBER,,,
ACHV,"Achieve Life Sciences, Inc.",5.55,undefined,-1.07,N/A,undefined,26.666666,-21.14354639,N/A,555440768,-26947124,29269000,-520983544,0.285,14952000,2.775,2.66,5.32,2,0.0752,-0.262491443,102659057,USD,United States,550252544,none,-10.635,-0.691482445,undefined,undefined,Healthcare,Biotechnology,N/A,0.0093,-2.68933697,-0.961390817,4.914934594,1.727946153,-6.511390817,-0.173223571
ACIC,American Coastal Insurance Corp,10.56,-29.60048,2.14,-25.79,-2.803075758,1.509787,-28.40304888,N/A,519665056,-18018500,138250000,-370137840,2.889,152512992,1.07755102,1.061061224,10.3984,9.8,0.047399998,-0.371791072,48464047,USD,United States,508387840,buy,3.385,0.454973118,5.142614111,0.486989973,Financial Services,Insurance - Property & Casualty,N/A,0.49482,-1.108277995,-1.155015842,4.658075722,-0.046737847,-11.71501584,-0.1093765
ACIU,AC Immune SA,2.37,undefined,-0.83,N/A,undefined,5.761821,undefined,N/A,163362800,N/A,74797000,-163353160,0.758,4304000,1.436363636,1.412121212,2.33,1.65,0.0687,undefined,101773573,CHF,Switzerland,238150160,none,-2.597,-0.168855657,undefined,undefined,Healthcare,Biotechnology,N/A,0.3787,-1.491797089,-1.263294048,-1.250003924,0.228503041,-3.633294048,-0.533035463
ACIW,"ACI Worldwide, Inc.",45.5,undefined,1.98,N/A,undefined,3.0154011,17.67903995,N/A,5318832640,261643248,161756992,-4376415424,1.591,854988032,1.195795007,1.16977661,44.51,38.05,0.060500003,2.573669165,101661570,USD,United States,4538172416,strong_buy,14.091,0.64313099,undefined,undefined,Technology,Software - Infrastructure,N/A,0.012460001,470.8859106,-86.05492533,7.412651899,-556.9408359,-131.5549253,-1.89131704
ACLS,"Axcelis Technologies, Inc.",176.845,24.16288,3.22,0.88,0.136633097,5.1615133,110.671288,N/A,5139040256,49110624,366600000,-5025508544,11.928,70504000,2.736691427,2.693438564,174.05,64.62,0.1197,1.597930259,30733897,USD,United States,5392108544,buy,47.519,1.054337697,11.99086867,0.067804397,Technology,Semiconductor Equipment & Materials,N/A,0.00686,6.405364216,6.630259757,9.251254299,0.224895541,-170.2147402,0.037491927
ACMR,"ACM Research, Inc.",91.18,46.59408,1.31,35.96,0.511012064,4.0272136,-41.04932395,N/A,5612238848,-142420128,1265168000,-5382473600,19.104,337060992,3.959183673,4.151107251,95.6,23.03,0.056199998,-2.221230248,64117679,USD,United States,6647641600,none,40.491,0.898402485,-79.00471745,-0.866469812,Technology,Semiconductor Equipment & Materials,N/A,0.12783,-1.118355994,-1.080497103,1.080869297,0.037858891,-92.2604971,-0.011850155
ACNB,ACNB Corporation,56.81,undefined,4.95,N/A,undefined,1.3648071,undefined,Not Found!,768125248,N/A,99216000,-474394496,9.716,287195008,1.395480226,1.368951118,55.73,40.71,0.013300001,undefined,10212044,USD,United States,573610496,none,N/A,undefined,undefined,undefined,Financial Services,Banks - Regional,N/A,0.03869,29.15648233,21.38318357,4.951041713,-7.773298754,-35.42681643,0.376398232
ACNT,Ascent Industries Co.,13.68,undefined,-0.57,N/A,undefined,1.5617242,4.547717564,5.52,89019784,27187876,47821000,-77267896,5.291,13198000,1.177280551,1.178571429,13.695,11.62,0.0513,3.008102374,9038215,USD,United States,125088896,none,-25.5,-1.940639269,undefined,undefined,Basic Materials,Chemicals,N/A,0.17113,0.337191574,0.325882354,0.514330236,-0.01130922,-13.35411765,0.02382181
ACOG,Alpha Cognition Inc.,6.01,undefined,-1.39,N/A,undefined,2.531262,-6.108783729,N/A,76614152,-21422000,54248276,-91202732,2.491,0,1.335555556,1.322222222,5.95,4.5,0.010199999,-0.983829231,21774104,USD,United States,145451008,strong_buy,-2.809,-0.182639792,undefined,undefined,Healthcare,Biotechnology,N/A,0.075229995,-9.391638711,-2.121158533,1.692050003,7.270480178,-8.131158533,-0.352938192
ACON,"Aclarion, Inc.",2.921,undefined,-5.63,N/A,undefined,0.38686404,-1.481135744,N/A,-11765961,-4855890,19004976,11347379,7.719,0,1.248290598,1.32482906,3.1001,2.34,0.0732,-1.972135242,2462250,USD,United States,7657597,none,1.415,0.105754858,undefined,undefined,Healthcare,Health Information Services,N/A,0.105629995,-20.32686466,-5.688160054,-17.25212398,14.63870461,-8.609160054,-1.947333124
ACONW,N/A,0.0267,undefined,-6.576,N/A,undefined,0.003619853,undefined,N/A,N/A,-4855890,19004976,N/A,7.719,0,0.917525773,1,0.0291,0.0291,N/A,undefined,N/A,USD,United States,N/A,none,N/A,undefined,undefined,undefined,,,N/A,N/A,N/A,N/A,-22.60869371,#VALUE!,#VALUE!,#VALUE!
ACRS,"Aclaris Therapeutics, Inc.",4.34,2.13248,-0.56,-13.26,0.491354839,4.2954326,-18.81787913,N/A,502709376,-32210876,105416000,-511897472,0.755,1985000,3.231571109,3.201787044,4.3,1.343,0.0661,-0.230631729,139663680,USD,United States,617313472,strong_buy,-6.406,-0.416514954,0.878245624,0.202360743,Healthcare,Biotechnology,N/A,0.022850001,-0.759646711,-0.536729591,-7.855627073,0.222917119,-4.876729591,-0.123670413
ACT,"Enact Holdings, Inc.",43.13,50.19168,4.62,5.08,1.163730118,1.1195127,10.1907147,N/A,6216793088,590830016,549040000,-5403536000,3.933,744852992,1.270771951,1.243517973,42.205,33.94,0.1582,4.232284119,139600745,USD,United States,5952576000,none,N/A,undefined,45.97953466,1.066068506,Financial Services,Insurance - Specialty,N/A,0.80957,27.81241715,35.59910805,5.323563361,7.786690903,-7.530891947,0.825390866
ACRV,"Acrivon Therapeutics, Inc.",1.49,-16.784,-2,1.99,-11.26442953,0.6166329,-1.623496094,N/A,-31547424,-39282248,97737000,32678376,2.283,2415000,1.295652174,1.295652174,1.49,1.15,0.097799994,-0.917772457,42801729,USD,United States,65058624,strong_buy,0.39,0.025357607,-7.701946461,-5.169091585,Healthcare,Biotechnology,N/A,0.15551,-20.98915037,-3.398207869,-3.870964785,17.5909425,-4.888207869,-2.280676422
ACTG,Acacia Research Corporation,4.68,undefined,-0.19,N/A,undefined,0.8607456,13.04208756,N/A,235557136,34659876,358463008,-96471840,3.711,103261000,1.5,1.485576923,4.635,3.12,0.0467,0.358838259,96589132,USD,United States,454934848,none,86.38,8.859487179,undefined,undefined,Industrials,Business Equipment & Supplies,N/A,0.01818,-5.249703537,4.752718113,-0.425527874,10.00242165,0.072718113,1.015538058
ACTU,"Actuate Therapeutics, Inc.",2.03,-9.94112,-0.98,4.18,-4.897103448,12.8125,-4.102030384,N/A,40435476,-11840351,8134004,-40913992,0.34,0,1.284810127,1.259493671,1.99,1.58,0.0879,-0.49487688,23925852,USD,United States,49047996,strong_buy,N/A,undefined,-5.020031075,-2.472921712,Healthcare,Biotechnology,N/A,0.15357,-3.361421842,-2.844723952,4.639172171,0.51669789,-4.874723952,-1.401341848
ACWI,iShares MSCI ACWI ETF,157.34,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.27711039,1.263149351,155.62,123.2,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A,-1.124869495,#VALUE!,#VALUE!,#VALUE!
ACWX,iShares MSCI ACWI ex U.S. ETF,76.42,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.30699504,1.299811869,76,58.47,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A,-0.624189228,#VALUE!,#VALUE!,#VALUE!
ADAC,American Drive Acquisition Comp,10.02,undefined,N/A,N/A,undefined,N/A,undefined,N/A,287080832,N/A,994167,-287083689,0.035,0,1.017258883,1.016243655,10.01,9.85,0,undefined,23000000,USD,United States,288077856,none,N/A,undefined,undefined,undefined,Financial Services,Shell Companies,N/A,0,N/A,N/A,0.300302598,#VALUE!,#VALUE!,#VALUE!
ACXP,"Acurx Pharmaceuticals, Inc.",1.54,-109.42488,-3.79,27.59,-71.05511688,0.7443209,-2.011230933,N/A,-2636296,-3290779,9254813,2636297,2.153,0,1.161387632,1.146304676,1.52,1.326,0.0216,-0.765700236,4297738,USD,United States,6618516,none,N/A,undefined,-22.10729721,-14.3553878,Healthcare,Biotechnology,N/A,0.02992,-5.507597157,-2.906205578,-12.99434934,2.601391579,-4.446205578,-1.887146479
ADACU,American Drive Acquisition Comp,10.16,undefined,N/A,N/A,undefined,N/A,undefined,N/A,291105824,N/A,994167,N/A,0.035,0,1.021105528,1.023115578,10.18,9.95,N/A,undefined,N/A,USD,United States,N/A,none,N/A,undefined,undefined,undefined,Financial Services,Shell Companies,N/A,0,N/A,N/A,1.094525445,#VALUE!,#VALUE!,#VALUE!
ADACW,American Drive Acquisition Company Warrant,0.6979,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,994167,N/A,0.035,0,1.182881356,1,0.59,0.59,N/A,undefined,N/A,USD,United States,N/A,none,N/A,undefined,undefined,undefined,,,N/A,N/A,N/A,N/A,12.56451526,#VALUE!,#VALUE!,#VALUE!
ADAMG,"Adamas Trust, Inc. - 9.125% Sen",25.0215,undefined,N/A,N/A,undefined,2.4565978,undefined,N/A,13734796288,N/A,210754000,N/A,2.345,11155263488,1.04473904,1.043841336,25,23.95,N/A,undefined,N/A,USD,United States,N/A,none,N/A,undefined,undefined,undefined,,,N/A,N/A,N/A,N/A,-1.354227377,#VALUE!,#VALUE!,#VALUE!
ADAMH,"Adamas Trust, Inc. - 9.875% Sen",25.39,undefined,N/A,N/A,undefined,2.4919062,undefined,N/A,13767910400,N/A,210754000,N/A,2.345,11155263488,1.036749694,1.037158024,25.4,24.49,N/A,undefined,N/A,USD,United States,N/A,none,N/A,undefined,undefined,undefined,,,N/A,N/A,N/A,N/A,-1.436336279,#VALUE!,#VALUE!,#VALUE!
ADAG,Adagene Inc.,3.51,4.59984,-0.37,-24.04,1.310495726,4.7319036,-22.62451027,N/A,113366272,-10250600,75844096,-157392144,1.6,6263222,2.7,2.539384615,3.3012,1.3,0.0228,-0.15514148,66072594,USD,China,233236240,none,-5.399,-0.351040312,1.928718875,0.549492557,Healthcare,Biotechnology,N/A,0.21609,-0.264178009,-0.251991297,-1.955305173,0.012186712,-3.761991297,-0.071792392
ADAM,"Adamas Trust, Inc.",9.36,32.51664,1.17,26.24,3.474,0.8859021,undefined,N/A,12327437312,N/A,210754000,-600691760,2.345,11155263488,1.519480519,1.452922078,8.95,6.16,0.0367,undefined,89861108,USD,United States,811445760,none,N/A,undefined,undefined,undefined,Real Estate,REIT - Mortgage,N/A,0.07551,8.005050909,8.789141964,2.857138545,0.784091055,-0.570858036,0.939010894
ADAMI,"Adamas Trust, Inc. - 9.125% Sen",25.13,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.044038222,1.046946406,25.2,24.07,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A,-1.682314065,#VALUE!,#VALUE!,#VALUE!
ADAMN,"Adamas Trust, Inc. - 8.00% Seri",23.8,undefined,N/A,N/A,undefined,2.3424997,undefined,N/A,13625031680,N/A,210754000,N/A,2.345,11155263488,1.159279104,1.162688748,23.87,20.53,N/A,undefined,N/A,USD,United States,N/A,none,N/A,undefined,undefined,undefined,Real Estate,REIT - Mortgage,N/A,0,N/A,N/A,0.379590548,#VALUE!,#VALUE!,#VALUE!
ADAMM,"Adamas Trust, Inc. - 7.875% Ser",25.3,undefined,N/A,N/A,undefined,2.487001,undefined,N/A,13763866624,N/A,210754000,N/A,2.345,11155263488,1.06391926,1.064339781,25.31,23.78,N/A,undefined,N/A,USD,United States,N/A,none,N/A,undefined,undefined,undefined,Real Estate,REIT - Mortgage,N/A,0,N/A,N/A,-0.354467868,#VALUE!,#VALUE!,#VALUE!
ADAML,"Adamas Trust, Inc. - 6.875% Ser",24.25,undefined,N/A,N/A,undefined,2.383008,undefined,N/A,13665468416,N/A,210754000,N/A,2.345,11155263488,1.154761905,1.154285714,24.24,21,N/A,undefined,N/A,USD,United States,N/A,none,N/A,undefined,undefined,undefined,Real Estate,REIT - Mortgage,N/A,0,N/A,N/A,0.04125507,#VALUE!,#VALUE!,#VALUE!
ADAMZ,"Adamas Trust, Inc. - 7.000% Ser",19.07,undefined,N/A,N/A,undefined,1.8846266,undefined,N/A,13199988736,N/A,210754000,N/A,2.345,11155263488,1.105507246,1.107252174,19.1001,17.25,N/A,undefined,N/A,USD,United States,N/A,none,N/A,undefined,undefined,undefined,Real Estate,REIT - Mortgage,N/A,0,N/A,N/A,3.810555954,#VALUE!,#VALUE!,#VALUE!
ADAMO,"Adamas Trust, Inc. - 9.250% Sen",25.1,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.055508831,1.055508831,25.1,23.78,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A,-1.142179585,#VALUE!,#VALUE!,#VALUE!
ADBG,Leverage Shares 2X Long ADBE Da,3.09,undefined,N/A,N/A,undefined,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.123636364,1,2.75,2.75,N/A,undefined,N/A,N/A,N/A,N/A,N/A,N/A,undefined,undefined,undefined,N/A,N/A,N/A,N/A,N/A,N/A,-36.80981423,#VALUE!,#VALUE!,#VALUE!
ADBE,Adobe Inc.,207.32,316.7376,17.48,14.15,1.527771561,6.7994595,8.939721271,N/A,83860701184,9218374656,5625999872,-72395296256,14.153,7077000192,1.063070454,1.003179161,195.64,195.02,0.051599998,23.19087964,397500000,USD,United States,78021296128,hold,8.62,0.387938794,420.218739,2.026908832,Technology,Software - Application,N/A,0.00227,139.4264514,182.6493822,-19.77401547,43.22293081,-24.67061779,0.881002229
ADEA,Adeia Inc.,31.8,undefined,1.09,N/A,undefined,7.4149337,20.45091006,N/A,3791941120,171500496,115762000,-3345255856,1.05,400361984,2.739018088,2.695951766,31.3,11.61,0.1192,1.554943028,110293749,USD,United States,3461017856,none,13.929,0.626867687,undefined,undefined,Technology,Software - Application,N/A,0.01949,4.931594273,4.626406676,-1.730533374,-0.305187597,-27.17359332,0.145484487
ADGM,"Adagio Medical Holdings, Inc",0.7103,-7.89888,-1.32,-1.02,-11.1204843,2.7131784,-2.027546905,N/A,26956090,-7780875,12909000,-2638322,0.581,24089000,1.014714286,1,0.7,0.7,0.0053,-0.350324818,22210459,USD,United States,15547322,strong_buy,-1.435,-0.08819914,-2.096343709,-2.951349724,Healthcare,Medical Devices,N/A,0.034059998,-3.299609766,-2.590061143,-5.293333333,0.709548622,-3.300361143,-3.646432695
ADIL,"Adial Pharmaceuticals, Inc",2.54,-219.73704,-4.89,47.67,-86.51064567,1.1165246,-1.425096084,N/A,860697,-3900587,4584100,-1434190,2.138,0,1.938931298,1.833587786,2.402,1.31,0.0222,-1.782335962,2188469,USD,United States,6018290,buy,-0.114,-0.007412224,-80.09104878,-31.53190897,Healthcare,Biotechnology,N/A,0.04359,-6.21845094,-3.454212132,4.958674377,2.764238809,-5.994212132,-1.359926036
ADI,"Analog Devices, Inc.",416,205.75872,6.74,29.66,0.494612308,5.9828506,52.37285736,N/A,2.07898E+11,3868954624,3439308032,-1.98434E+11,7.061,8708730880,1.905023584,1.89613958,414.06,218.37,0.0217,7.943045711,487087040,USD,United States,2.01873E+11,buy,33.808,1.067845862,242.4852995,0.582897354,Technology,Semiconductors,N/A,0.00243,37.07822409,40.60463007,-2.976026093,3.526405976,-375.3953699,0.097607284
ADP,"Automatic Data Processing, Inc.",222,158.74176,10.72,10.01,0.715052973,13.801022,18.6847283,2.17,89910607872,4749387264,3228400128,-84217464320,8.076,4398000128,1.179846939,1.152131165,216.785,188.16,0.0428,11.88136089,399734282,USD,United States,87445864448,hold,14.182,0.638253825,175.939192,0.792518883,Technology,Software - Application,N/A,0.00152,80.30712307,87.91528838,-4.024900634,7.608165306,-134.0847116,0.396014813
ADSE,ADS-TEC ENERGY PLC,11.47,undefined,-1.14,N/A,undefined,N/A,48.1834631,-1.41,N/A,17854124,6987000,-848036296,N/A,63006000,1.45373891,1.396704689,11.02,7.89,0.0019,0.238048477,75002051,EUR,Ireland,855023296,none,N/A,undefined,undefined,undefined,Industrials,Electrical Equipment & Parts,N/A,0.39545,-1.05861672,-0.953212093,0.26224144,0.105404628,-12.42321209,-0.083104803
ADMA,ADMA Biologics Inc,8.58,20.51424,0.68,29.21,2.390937063,5.011905,34.07830944,6.63,43736158208,58354124,55921152000,53969625728,241.276,97668702208,1.19001387,1.163661581,8.39,7.21,0.105,0.251773053,231772715,USD,United States,1951526272,buy,203.593,13.23751625,7.595489455,0.885255181,Healthcare,Biotechnology,N/A,0.01867,-0.096860782,-0.10264553,7.518796735,-0.005784748,-8.68264553,-0.011963348
ADPT,Adaptive Biotechnologies Corpor,17.22,-10.98752,-0.32,34.42,-0.638067364,12.383764,171.15001,2.72,2753712384,16102625,218334000,-2467210960,1.364,208180992,1.729784028,1.649924661,16.425,9.955,0.065,0.100613491,160044392,USD,United States,2685544960,strong_buy,-92.45,-4.358793022,3.454664828,0.200619328,Healthcare,Diagnostics & Research,N/A,0.018380001,-0.230132016,-0.225843645,-4.756636766,0.004288371,-17.44584365,-0.013115194
ADSEW,ADS-TEC ENERGY PLC Warrant,0.45,undefined,-100.834,N/A,undefined,N/A,undefined,N/A,N/A,17854124,6987000,N/A,N/A,63006000,1.157407407,1,0.3888,0.3888,N/A,undefined,N/A,EUR,Ireland,N/A,none,N/A,undefined,undefined,undefined,,,N/A,N/A,N/A,N/A,-42.30029598,#VALUE!,#VALUE!,#VALUE!
ADSK,"Autodesk, Inc.",201.38,134.2052,6.85,15.99,0.666427649,12.774249,13.89102631,N/A,42291179520,3060999936,2924000000,-37841812736,13.858,2724000000,1.047217889,1,192.3,192.3,0.0345,14.49712897,211145251,USD,United States,40765812736,strong_buy,19.771,0.889783978,284.0277509,1.410406946,Technology,Software - Application,N/A,0.00215,54.35307731,55.62661377,-13.80756697,1.273536455,-145.7533862,0.276227102
ADTX,"Aditxt, Inc.",0.0109,undefined,-1380.8,N/A,undefined,N/A,-0.000720356,N/A,2076275,-12346033,268852,265262,0.33,4233669,2.725,1.025,0.0041,0.004,0.1144,-15.13140733,815921,USD,United States,3590,none,-0.115,-0.007477243,undefined,undefined,Healthcare,Biotechnology,N/A,0.25827,-132.8001475,-51.26135045,-85.84415577,81.53879708,-51.27225045,-4702.876188
ADTN,"ADTRAN Holdings, Inc.",14.79,-22.54512,-0.39,63.76,-1.524348884,8.840071,26.05822827,N/A,1718272896,45972500,88270000,-1133991248,1.093,243364992,2.080168776,2.054852321,14.61,7.11,0.1616,0.567575042,80998100,USD,United States,1222261248,none,18.825,0.790966387,32.81037802,2.218416364,Technology,Communication Equipment,N/A,0.022030002,-1.352740417,-1.593415708,-14.3601644,-0.240675292,-16.38341571,-0.107736018
ADUS,Addus HomeCare Corporation,94.71,71.67408,5.42,8.03,0.756774153,1.5376929,17.18096469,N/A,1767335424,102889504,103065000,-1648997592,5.637,138744000,1.076861853,1.054440023,92.738,87.95,0.0621,5.512496051,18664776,USD,United States,1752062592,none,11.055,0.779619182,72.89724778,0.769689027,Healthcare,Medical Care Facilities,N/A,0.027999999,23.71110072,18.75607198,5.585287873,-4.955028741,-75.95392802,0.19803687
ADUR,Aduro Clean Technologies Inc.,14.55,-6.80064,-0.42,11.74,-0.467397938,17.144588,-42.92404671,N/A,451380256,-11859975,39478632,-475547512,1.171,126644,1.676267281,1.66359447,14.44,8.68,N/A,-0.338970836,34988187,CAD,Canada,515026144,strong_buy,-26.585,-1.622025625,-5.488615778,-0.377224452,Industrials,Pollution & Treatment Controls,N/A,0.33712003,-4.246392832,-1.028790729,-8.605528076,3.217602103,-15.57879073,-0.070707267
ADVB,Advanced Biomed Inc.,4.5743,undefined,4,N/A,undefined,0.71289206,-0.890313573,N/A,4333260,-8488416,2612689,-5234943,1.89,712529,1.267119114,1.235457064,4.46,3.61,0.0022,-5.137852703,1652133,USD,United States,7847632,none,-1.475,-0.069542669,undefined,undefined,Healthcare,Diagnostics & Research,N/A,0.73915,63.6443252,0.515540143,7.377928503,-63.12878506,-4.058759857,0.112703614
ADV,Advantage Solutions Inc.,37.73,undefined,-18.63,N/A,undefined,1.0321804,2.355923644,N/A,1904615936,212923248,143870000,-357627984,10.821,1546855040,3.086298569,3.061758691,37.43,12.225,0.0885,16.01495027,13295280,USD,United States,501497984,none,6.246,0.426639344,undefined,undefined,Communication Services,Advertising Agencies,N/A,0.56542,0.154863931,0.154641584,-1.38525443,-0.000222346,-37.57535842,0.004098637
AEAQU,Activate Energy Acquisition Cor,10.15,undefined,N/A,N/A,undefined,N/A,undefined,Not Found!,317260800,N/A,552636,N/A,0.018,0,1.017034068,1.017034068,10.15,9.98,N/A,undefined,N/A,USD,Cayman Islands,N/A,none,N/A,undefined,undefined,undefined,Financial Services,Shell Companies,N/A,0.01632,N/A,N/A,3.76E-06,#VALUE!,#VALUE!,#VALUE!
AEAQ,Activate Energy Acquisition Cor,9.99,undefined,N/A,N/A,undefined,N/A,undefined,Not Found!,312250912,N/A,552636,-312250916,0.018,0,1.021472393,1.021472393,9.99,9.78,0.0001,undefined,23645000,USD,Cayman Islands,312803552,none,N/A,undefined,undefined,undefined,Financial Services,Shell Companies,N/A,0,N/A,N/A,-0.1,#VALUE!,#VALUE!,#VALUE!
ADXN,Addex Therapeutics Ltd,6.21,undefined,-9.07,N/A,undefined,1.2900655,-6.20235145,N/A,6046372,-1267405,1638612,-6222279,1.33,34688,1.147874307,1.121996303,6.07,5.41,0.0046,-1.001233169,1265844,CHF,Switzerland,7860891,none,-2.149,-0.139726918,undefined,undefined,Healthcare,Biotechnology,N/A,0,-0.728546791,-0.659302672,-7.313430197,0.069244119,-6.869302672,-0.106167902
AEAQW,Activate Energy Acquisition Corp. Warrant,0.36,undefined,N/A,N/A,undefined,N/A,undefined,Not Found!,N/A,N/A,552636,N/A,0.018,0,1,1,0.36,0.36,N/A,undefined,11822500,USD,Cayman Islands,N/A,none,N/A,undefined,undefined,undefined,,,N/A,N/A,N/A,N/A,-3.97E-06,#VALUE!,#VALUE!,#VALUE!
AEBI,Aebi Schmidt Holding AG,12.28,undefined,0.11,N/A,undefined,1.1375262,-10.44211398,N/A,1627941248,-91147752,115886000,-814962640,1.495,792025984,1.378226712,1.324354658,11.8,8.91,0.1519,-1.176007083,77506125,USD,Switzerland,930848640,none,13.09,0.91730904,undefined,undefined,Industrials,Farm & Heavy Construction Machinery,N/A,0.53047,N/A,N/A,0.986843372,#VALUE!,#VALUE!,#VALUE!
AEHL,Antelope Enterprise Holdings Li,1.04,undefined,-168,N/A,undefined,0.0455093,undefined,N/A,6219139,N/A,1760000,-16755492,1.142,5583000,2.166666667,2.104166667,1.01,0.48,0.0019,undefined,15596948,USD,China,18515492,none,-0.431,-0.028505291,undefined,undefined,Industrials,Building Products & Equipment,N/A,0.00241,N/A,N/A,-2.803743082,#VALUE!,#VALUE!,#VALUE!
AEC,Anfield Energy Inc.,4.13,undefined,-1.07,N/A,undefined,2.0177763,-8.987120353,N/A,80067792,-8379820,8114300,-71207844,0.445,12871644,1.128415301,1.102459016,4.035,3.66,0.0017,-0.459546533,18234976,CAD,Canada,79322144,none,-3.961,undefined,undefined,undefined,Energy,Uranium,N/A,0.36168,-4.833978184,-2.077601087,-12.12765601,2.756377098,-6.207601087,-0.503051111
AEHR,Aehr Test Systems,104.83,-10.48496,-0.38,25.99,-0.100018697,25.115967,-442.4866545,N/A,3270358528,-7451625,36911000,-3505354600,1.174,10025000,9.626262626,10.21303949,111.22,10.89,0.1378,-0.2369111,31453254,USD,United States,3542265600,strong_buy,-274.175,-6.083314844,-6.536851068,-0.062356683,Technology,Semiconductor Equipment & Materials,N/A,0.04566,N/A,N/A,-10.07891718,#VALUE!,#VALUE!,#VALUE!
AEI,Alset Inc.,1.39,undefined,-1.56,N/A,undefined,0.44625407,86.7577975,N/A,33367814,623174,30755762,-22531530,0.791,1697004,1.579545455,1.5,1.32,0.88,0.0349,0.016021615,38895830,USD,United States,53287292,none,-2.791,-0.279379379,undefined,undefined,Real Estate,Real Estate - Development,N/A,0.90494,-0.103356817,-0.088031184,-4.794523035,0.015325633,-1.478031184,-0.063331787
AENT,Alliance Entertainment Holding ,5.25,7.00728,0.43,11.87,1.33472,2.2354443,49.47163462,N/A,351802816,5409500,1237000,-266889576,0.024,85423000,1.73553719,1.656198347,5.01,3.025,0.1108,0.106121418,50974630,USD,United States,268126576,none,7.374,0.586634845,1.729354622,0.32940088,Communication Services,Entertainment,N/A,0.77141,-2.101602733,-2.414331219,-11.46711379,-0.312728485,-7.664331219,-0.459872613
AEIS,"Advanced Energy Industries, Inc",350.45,135.936,4.8,26.9,0.387889856,9.698068,284.7775526,N/A,13311243264,49237500,699699968,-13436865792,18.398,683100032,2.779143537,2.769151467,349.19,126.1,0.078099996,1.230609635,40010657,USD,United States,14136565760,buy,45.123,2.723174412,34.85086486,0.09944604,Industrials,Electrical Equipment & Parts,N/A,0.01053,9.900058521,9.867548065,9.201665629,-0.032510457,-340.5824519,0.028156793
